quote,author,tags,likes
"What foolishness it is to desire more life, after one has tasted
A bit of it and seen the world; for each day, after each endless day,
Piles up ever more misery into a mound. As for pleasures: once we
Have passed youth they vanish away, never again to be seen.
Death is the end of all.
Never to be born is the best thing. To have seen the daylight
And be swept instantly back into dark oblivion comes second.","Sophocles,","antinatalism, emo, emotional-pain, nonexistence, philosophy, sophocles",19
All philosophers are sick in the head.,Lloyd C. Douglas,philosophy,17
la vida sólo puede ser entendida mirando hacia atrás; aunque deba ser vivida mirando hacia adelante,Søren Kierkegaard,"espanol, philosophy",16
"When, at last, I ceased to be myself, I came to be.",Kamand Kojouri,"be, become, cease, change, death, ego, inspiration, kamand, kamand-kojouri, kojouri, metamorphosis, myself, philosophy, quote, self, transform, transformation, truth",16
"La memoria es como libro en el cual se escribe toda nuestra vida. Algunas veces deseamos cerrarlo y olvidarlo para no recordar todos los escabrosos detalles, y otras veces deseamos abrirlo y observarlo detenidamente, queriendo volver a sentir lo mismo que sentimos en aquel momento.","Audrey Dry,","atlantic, atlantico, atras, audrey, barco, book, crucero, cruiser, dry, ebook, filosofía, libro, mar, mirar, misterio, mystery, norte, novela, philosophy, quote, shelves, ship, sin, titanic",15
Live to revel in just another twilight. Life may sink and disappear along with the sunset never to rise again,Munia Khan,"again, along, death, disappear, down, life, life-quotes, live, live-in-the-moment, live-life, never, philosophy, philosophy-of-life, revel, rise, sink, sinking, sun, sunset, twilight, twilight-quote",15
"In the summer, we write life’s summary with the slow waves of love flowing over the sandy beach. The slow breeze and the warm sun write our memories.",Debasish Mridha,"debasish-mridha, debasish-mridha-md, inspirational, memories-of-summer, philosophy, quotes, sandy-beach, summer, summer-love, write-our-memories",15
"Today we are living the grotesque spectacle of the poisoning
of the earth by the nineteenth-century hero system of unrestrained
material production. This is perhaps the greatest and most pervasive
evil to have emerged in all of history, and it may even
eventually defeat all of mankind. Still there are no ""twisted"" people
whom we can hold responsible for this.","Ernest Becker,","antropologia, freud, philosophy, psychology, scince-of-man",13
"Of all people only those are at leisure who make time for philosophy, only those are really alive. For they not only keep a good watch over their own lifetimes, but they annex every age to theirs. All the years that have passed before them are added to their own. Unless we are very ungrateful, all those distinguished founders of holy creeds were born for us and prepared for us a way of life. By the toil of others we are led into the presence of things which have been brought from darkness into light. We are excluded from no age, but we have access to them all; and if we are prepared in loftiness of mind to pass beyond the narrow confines of human weakness, there is a long period of time through which we can roam.","Seneca,","history, learning, leisure, life, philosophy, wisdom",13
"The view that man was ever to be drawn by some vision of the unattainable shining ahead, doomed ever to aspire, but not to achieve, my life and my values could not bring me to that.","Ayn Rand,","galt, objectivism, philosophy, taggart",12
"Treaty with Tripoli, Art. 11. As the Government of the United States of America is not, in any sense, founded on the Christian religion;",United States Congress,"philosophy, politics, religion",12
"With oppression, one group has the power to realize their choices and to name the world in order to change the world, while the other has these choices, these names, and this world imposed on them.","Bonnie Burstow,","feminism, oppression, patriarchy, philosophy, radical-feminism",12
"The most hated sort, and with the greatest reason, is usury, which makes a gain out of money itself, and not from the natural object of it. For money was intended to be used in exchange, but not to increase at interest. And this term interest, which means the birth of money from money, is applied to the breeding of money because the offspring resembles the parent. Wherefore of all modes of getting wealth this is the most unnatural.","Aristotle,",philosophy,11
The best physician is also a philosopher.,Claudius Galenus,"medicine, philosophy",9
"The German philosopher Friedrich Wilhelm Nietzsche, who had syphilis, said that only a person of deep faith could afford the luxury of religious skepticism. Humanists, by and large educated, comfortably middle-class persons with rewarding lives like mine, find rapture enough in secular knowledge and hope. Most people can't.","Kurt Vonnegut,","faith, hope, humanism, knowledge, nietzsche, philosophy, religion, secularism, skepticism",9
"There is no need to fear or hope, but only to look for new weapons.","Gilles Deleuze,","philosophy, resistance",8
"The value of philosophy is, in fact, to be sought largely in its very uncertainty. The man who has no tincture of philosophy goes through life imprisoned in the prejudices derived from common sense, from the habitual beliefs of his age or his nation, and from convictions which have grown up in his mind without the co-operation or consent of his deliberate reason. To such a man the world tends to become definite, finite, obvious; common objects rouse no questions, and unfamiliar possibilities are contemptuously rejected. As soon as we begin to philosophize, on the contrary, we find, as we saw in our opening chapters, that even the most everyday things lead to problems to which only very incomplete answers can be given….","Bertrand Russell,",philosophy,7
"The poet Czesław Miłosz wrote in 1953 that 'only in the middle of the twentieth century did the inhabitants of many European countries come to understand, usually by way of suffering, that complex and difficult philosophy books have a direct influence on their fate.","Timothy Snyder,","fate, influence, philosophy",7
you can measure the size of a person by what makes him or her angry,Dale Carnegie,"philosophy, self-improvement, wisdom",118
"There is one thing, Emma, which a man can always do if he chooses, and that is his duty; not by manoeuvring and finessing, but by vigour and resolution. - Mr. Knightley","Jane Austen,","classic-literature, duty, emma, jane-austen, mr-knightley, philosophy, wisdom-in-fiction",105
Everything that can be thought at all can be thought clearly. Everything that can be said can be said clearly.,"Ludwig Wittgenstein,",philosophy,69
"I want to find a way of speaking to fellow human beings that will be cool rather than heated, philosophical rather than polemical, that will bring enlightenment rather than seeking to divide us into the righteous and the sinners, the saved and the damned, the sheep and the goats.","J.M. Coetzee,","animal-cruelty, nature, philosophy",66
"If you spend time with crazy and dangerous people, remember – their personalities are socially transmitted diseases; like water poured into a container, most of us eventually turn into – or remain – whoever we surround ourselves with. We can choose our tribe, but we cannot change that our tribe is our destiny.﻿",Stefan Molyneux,"abuse, anarchy, freedom, liberty, philosophy, psychology, trauma, tribalism, voluntaryism",62
Deep connection is the antidote to madness.,Stefan Molyneux,"abuse, abuse-survivors, freedom, philosophy, psychology, trauma",60
Every science begins as philosophy and ends as art; it arises in hypothesis and flows into achievement.,Will Durant,"philosophy, science",59
He alone is free who lives with free consent under the entire guidance of reason,Baruch Spinoza,philosophy,39
"The egocentric is always frustrated, simply because the condition of self-perfection is self-surrender. There must be a willingness to die to the lower part of self, before there can be a birth to the nobler.","Fulton J. Sheen,","catholic, catholicism, christianity, egocentrism, philosophy, self-perfection, self-surrender, spirituality",33
"Using your talent, hobby or profession in a way that makes you contribute with something good to this world is truly the way to go.","Simon Zingerman,","art, business, creativity, feel-good, good-hearted, goodness, hero, heroes, hope, inspiration, inspirational, life, marketing, philosophy, simon-zingerman, success, we-all-need-heroes, wisdom, zingerman",28
The priest therefore saw what the anchorite could not. That God needs no witness. Neither to himself nor against. The truth is rather that if there were no God then there could be no witness for there could be no identity to the world but only each man's opinion of it. The priest saw that there is no man who is elect because there is no man who is not. To God every man is a heretic.,Cormac McCarthy,"existentialism, nihilism, philosophy, theology",21
"The philosopher's school, ye men, is a surgery: you ought not to go out of it with pleasure, but with pain. For you are not in sound health when you enter.","Epictetus,","care-of-the-soul, philosophy",20
"Kita melahirkan dan dilahirkan oleh sebuah jiwa yang tidak kita kenal
Kita adalah teka-teki yang tak teterka oleh siapa pun.
Kita adalah dongeng yang terperangkap dalam khayalannya sendiri.
Kita adalah apa yang terus berjalan tanpa pernah tiba pada pengertian","Jostein Gaarder,","inspirational, philosophy",16
"Realizing the seriously ruthless, venomous habits and agendas of evil always instills a more fierce passion and longing for a closer God. Men, out of pride, may claim their own authorities over what constitutes good and evil; they may self-proclaim a keen knowledge of subjective morality through religion or science. But that is only if they are acknowledging the work of evil as a cartoon-like, petty little rain cloud in the sky that merely wants to dampen one's spirits. On the contrary, a man could be without a doubt lit with the strength, the peace, and the knowledge of the gods, his gods, but when or if the devils grow weary in unsuccessful attempts to torment him, they begin tormenting his loved ones, or, if not his loved ones, anyone who may attempt to grasp his philosophies. No matter how godly he may become, God is, in the end, his only hope and his only grace for the pressures built around him - it is left up to a higher authority and a more solid peace and a wider love to eclipse not just one's own evils but all evils for goodness to ultimately matter. If all men were gods, each being would dwell in a separate prison cell, hopeless, before finally imploding into nothingness.","Criss Jami,","angels, apologetics, bad, badness, demons, devil, ego, evil, faith, god, good, goodness, grace, hope, hopelessness, humility, love, mercy, morality, peace, philosophy, possession, pride, prison, religion, satan, science, security, sin, spirit-realm, spirits, spiritual, spirituality",16
"Electrons, when they were first discovered, behaved exactly like particles or bullets, very simply. Further research showed, from electron diffraction experiments for example, that they behaved like waves. As time went on there was a growing confusion about how these things really behaved ---- waves or particles, particles or waves? Everything looked like both.

This growing confusion was resolved in 1925 or 1926 with the advent of the correct equations for quantum mechanics. Now we know how the electrons and light behave. But what can I call it? If I say they behave like particles I give the wrong impression; also if I say they behave like waves. They behave in their own inimitable way, which technically could be called a quantum mechanical way. They behave in a way that is like nothing that you have seen before. Your experience with things that you have seen before is incomplete. The behavior of things on a very tiny scale is simply different. An atom does not behave like a weight hanging on a spring and oscillating. Nor does it behave like a miniature representation of the solar system with little planets going around in orbits. Nor does it appear to be somewhat like a cloud or fog of some sort surrounding the nucleus. It behaves like nothing you have seen before.

There is one simplication at least. Electrons behave in this respect in exactly the same way as photons; they are both screwy, but in exactly in the same way….

The difficulty really is psychological and exists in the perpetual torment that results from your saying to yourself, ""But how can it be like that?"" which is a reflection of uncontrolled but utterly vain desire to see it in terms of something familiar. I will not describe it in terms of an analogy with something familiar; I will simply describe it. There was a time when the newspapers said that only twelve men understood the theory of relativity. I do not believe there ever was such a time. There might have been a time when only one man did, because he was the only guy who caught on, before he wrote his paper. But after people read the paper a lot of people understood the theory of relativity in some way or other, certainly more than twelve. On the other hand, I think I can safely say that nobody understands quantum mechanics. So do not take the lecture too seriously, feeling that you really have to understand in terms of some model what I am going to describe, but just relax and enjoy it. I am going to tell you what nature behaves like. If you will simply admit that maybe she does behave like this, you will find her a delightful, entrancing thing. Do not keep saying to yourself, if you can possible avoid it, ""But how can it be like that?"" because you will get 'down the drain', into a blind alley from which nobody has escaped. Nobody knows how it can be like that.","Richard P. Feynman,","general-relativity, philosophy, physics, quantum-mechanics, science",16
"Leaving your religion and having to invent your own system of values is a big deal, after all.",Therese Doucet,"atheism, faith, philosophy, religion",15
"Not bad, not bad at all,"" Diotallevi said. ""To arrive at the truth through the painstaking reconstruction of a false text.","Umberto Eco,","philosophy, philosophy-of-religion, religion, theology, truth",15
"Don't write to sell, write to tell.",Jonas Eriksson,"philosophy, writing",14
"The same word we love and hate, leaves in different directions, taking different paths.","Dejan Stojanovic,","dejan-stojanovic, directions, hate, literature, literature-quotes, love, paths, philosophy, poetry, poetry-quotes, poets, quotes, the-sun-watches-the-sun, word, words",14
"Society has arisen out of the works of peace; the essence of society is peacemaking. Peace and not war is the father of all things. Only economic action has created the wealth around us; labor, not the profession of arms, brings happiness. Peace builds, war destroys.","Ludwig von Mises,","anarcho-capitalism, anarchy, austrian-school-of-economics, economics, freedom, libertarian, philosophy, sociology",13
Courage is the fairest adornment of youth.,"Erich Maria Remarque,",philosophy,11
"I will not join the rat race because I'm not a rat. And I will not blindly follow a specific faith because I'm not a bat. The only race I'll take part in is for humans being humane. It's called the human race, and sadly it's got the least participants.","Suzy Kassem,","bat, faith, knowledge, life, lion, philosophy, rat, rat-race, rats, relgion, religion, truth, wisdom",11
The rich fop Francis of Assisi was bored all his life,"Peter Kreeft,","boredom, catholicism, christ, christianity, francis-of-assisi, jesus-shock, lady-poverty, philosophy, saint-francis, st-francis-of-assisi, theology, troubadour",10
"Festivals and fasts are unhinged, traveling backward at a rate of ten days per year, attached to no season. Even Laylat ul Qadr, the holiest night in Ramadan, drifts--its precise date is unknown. The iconclasm laid down by Muhammed was absolute: you must resist attachment not only to painted images, but to natural ones. Ramadan, Muharram, the Eids; you associate no religious event with the tang of snow in the air, or spring thaw, or the advent of summer. God permeates these things--as the saying goes, Allah is beautiful, and He loves beauty--but they are transient. Forced to concentrate on the eternal, you begin to see, or think you see, the bones and sinews of the world beneath its seasonal flesh. The sun and moon become formidable clockwork. They are transient also, but hint at the dark planes that stretch beyond the earth in every direction, full of stars and dust, toward a retreating, incomprehensible edge","G. Willow Wilson,","islam, philosophy",10
"What great philosophers do for us is not to hand out such an all-purpose system. It is to light up and clarify some special aspect of life, to supply conceptual tools which will do a certain necessary kind of work. Wide though that area of work may be, it is never the whole, and all ideas lose their proper power when they are used out of their appropriate context. That is why one great philosopher does not necessarily displace another, why there is room for all of them and a great many more whom we do not have yet.","Mary Midgley,",philosophy,8
I surround myself with things that make me happy. Why? Because ... it makes me happy.,Kelly Epperson,"happiness, life, philosophy",7
"If you go to Singapore or Amsterdam or Seoul or Buenos Aires or Islamabad or Johannesburg or Tampa or Istanbul or Kyoto, you'll find that the people differ wildly in the way they dress, in their marriage customs, in the holidays they observe, in their religious rituals, and so on, but they all expect the food to be under lock and key. It's all owned, and if you want some, you'll have to buy it.",Daniel Quinn,"economy, food, my-ishmael, philosophy",7
"Who are you? No really. Way, way down deep. Who are you?",Doug Dillon,"identify, inspiration, philosophy, reality, spirituality",7
Time is heavy sometimes; imagine how heavy eternity must be.,"Emil Cioran,","philosophy, time",7
Time cannot put anything in your hands until you let go off the time.,Vishwanath S J,"black-hole, chapter, complexity, dark-matter, hands, insecurity, interstellar, life, logical, mind, philosophy, quote, time, time-travel, time-warp, wisdom, zeigarnik",7
"Men seek retreats for themselves, houses in the country, sea-shores, and mountains; and thou too art wont to desire such things very much. But this is altogether a mark of the most common sort of men, for it is in thy power whenever thou shalt choose to retire into thyself. For nowhere either with more quiet or more freedom from trouble does a man retire than into his own soul, particularly when he has within him such thoughts that by looking into them he is immediately in perfect tranquility; and I affirm that tranquility is nothing else than the good ordering of the mind. Constantly then give to thyself this retreat, and renew thyself; and let thy principles be brief and fundamental, which, as soon as thou shalt recur to them, will be sufficient to cleanse the soul completely, and to send thee back free from all discontent with the things to which thou returnest. For with what art thou discontented? With the badness of men? Recall to thy mind this conclusion, that rational animals exist for one another, and that to endure is a part of justice, and that men do wrong involuntarily; and consider how many already, after mutual enmity, suspicion, hatred, and fighting, have been stretched dead, reduced to ashes; and be quiet at last.- But perhaps thou art dissatisfied with that which is assigned to thee out of the universe.- Recall to thy recollection this alternative; either there is providence or atoms, fortuitous concurrence of things; or remember the arguments by which it has been proved that the world is a kind of political community, and be quiet at last.- But perhaps corporeal things will still fasten upon thee.- Consider then further that the mind mingles not with the breath, whether moving gently or violently, when it has once drawn itself apart and discovered its own power, and think also of all that thou hast heard and assented to about pain and pleasure, and be quiet at last.- But perhaps the desire of the thing called fame will torment thee.- See how soon everything is forgotten, and look at the chaos of infinite time on each side of the present, and the emptiness of applause, and the changeableness and want of judgement in those who pretend to give praise, and the narrowness of the space within which it is circumscribed, and be quiet at last. For the whole earth is a point, and how small a nook in it is this thy dwelling, and how few are there in it, and what kind of people are they who will praise thee.","Marcus Aurelius,",philosophy,109
"Do you believe in God, doctor?""

No - but what does that really mean? I'm fumbling in the dark, struggling to make something out. But I've long ceased finding that original.","Albert Camus,","philosophy, religion",64
"Philosophy is an amazing tissue of really fine thinking and incredible, puerile mistakes. It's like one of those rubber 'bones' they give dogs to chew, damned good for the mind's teeth, but as food - no bloody good at all.","Olaf Stapledon,",philosophy,49
"The business of philosophy is to teach man to live in uncertainty... not to reassure him, but to upset him.","Lev Shestov,","meaning, meaning-making, philosophy, question-everything, questioning, reassurance, uncertainty, upset",48
"where the telescope ends the microscope begins, and who can say which has the wider vision?","Victor Hugo,","inspirational, life, philosophy",45
"Sometimes, in a summer morning,
having taken my accustomed bath, I sat in my sunny doorway from sunrise
till noon, rapt in a revery, amidst the pines and hickories and sumachs,
in undisturbed solitude and stillness, while the birds sing around or
flitted noiseless through the house, until by the sun falling in at
my west window, or the noise of some traveller's wagon on the distant
highway, I was reminded of the lapse of time. I grew in those seasons
like corn in the night, and they were far better than any work of the
hands would have been. They were not time subtracted from my life, but
so much over and above my usual allowance. I realized what the Orientals
mean by contemplation and the forsaking of works. For the most part, I
minded not how the hours went. The day advanced as if to light some
work of mine; it was morning, and lo, now it is evening, and nothing
memorable is accomplished.","Henry David Thoreau,","inspirational, philosophy",43
"The necessity of reform mustn’t be allowed to become a form of blackmail serving to limit, reduce, or halt the exercise of criticism. Under no circumstances should one pay attention to those who tell one: “Don’t criticize, since you’re not capable of carrying out a reform.” That’s ministerial cabinet talk. Critique doesn’t have to be the premise of a deduction that concludes, “this, then, is what needs to be done.” It should be an instrument for those for who fight, those who resist and refuse what is. Its use should be in processes of conflict and confrontation, essays in refusal. It doesn’t have to lay down the law for the law. It isn’t a stage in a programming. It is a challenge directed to what is.","Michel Foucault,","activism, criticism, philosophy",41
"Knowledge can be acquired by a suitable and complete study, no matter what the starting point is. Only one must know how to 'learn.' What is nearest to us is man; and you are the nearest of all men to yourself. Begin with the study of yourself; remember the saying 'Know thyself.","G.I. Gurdjieff,","philosophy, self-knowledge",39
There would be no society if living together depended upon understanding each other.,Eric Hoffer,"living-together, mankind, philosophy, society, understanding",31
"For Reason, ruling alone, is a force confining; and Passion, unattended,
is a flame that burns to its own destruction.","Khalil Gibran,","inspirational, philosophy, wisdom",30
Peace is not so much a political mandate as it is a shared state of consciousness that remains elevated and intact only to the degree that those who value it volunteer their existence as living examples of the same... Peace ends with the unraveling of individual hope and the emergence of the will to worship violence as a healer of private and social dis-ease.,"Aberjhani,","afghanistan, courage-to-love, human-rights-day, inspiration, iraq, peace, peacism, philosophy, police-reform, police-shootings, september-9-11, spirituality, stop-killing-each-other, syrian-war, teaching-diversity, terrorism, ukraine, waging-peace, war, war-in-iraq, world-suicide-prevention-day",28
"The will of the people, moreover, practically means the will of the most numerous or the most active part of the people; the majority, or those who succeed in making themselves accepted as the majority; type people, consequently, may desire to oppress a part of their number; and precautions are as much needed against this as against any other abuse of power.","John Stuart Mill,","liberty, majority-v-minority, philosophy",24
But this wealth of information produced little or no insight.,"Stephen King,","modernism, philosophy",22
"I made art a philosophy, and philosophy an art: I altered the minds of men, and the colour of things: I awoke the imagination of my century so that it created myth and legend around me: I summed up all things in a phrase, all existence in an epigram: whatever I touched I made beautiful","Oscar Wilde,","art, beauty, literature, philosophy",22
It's impossible to walk through solid rock... You have to walk between the molecules that make up the rock.,J.M. Dattilo,"advice, humor, life, philosophy, reality, science-fiction, strength, success, wisdom",17
"I was transformed the day
My ego shattered,
And all the superficial, material
Things that mattered
To me before,
Suddenly ceased
To matter.","Suzy Kassem,","attitude, attitude-toward-life, awakening, becoming, changes, changing, day, ego, egoism, egotism, evolving, existence, gracious, growing, immaterial, life, lifestyle, material, materialistic, matter, perspective, philosophy, poet, real, seasons, spirituality, stages, stuff, superficial, things, time, transform, transformations, transforming",17
A culture is made — or destroyed — by its articulate voices.,Ayn Rand,philosophy,16
"You know, people think mathematics is complicated. Mathematics is the simple bit. It's the stuff we can understand. It's cats that are complicated. I mean, what is it in those little molecules and stuff that make one cat behave differently than another, or that make a cat? And how do you define a cat? I have no idea.",John H. Conway,"mathematics, nature, philosophy, understanding",16
"If you've ever tried to keep a diary, then you'll know that the problem of trying to write about the past really starts in the present: No matter how fast you write, you're always stuck in the then and you can never catch up to what's happening now, which means that now is pretty much doomed to extinction.","Ruth Ozeki,","diary, diarykeeping, moment, nostalgia, now, past, philosophy, present, present-moment, time",15
"Culture had worked in her own case, but during the last few weeks she had doubted whether it humanized the majority, so wide and so widening is the gulf that stretches between the natural and the philosophic man, so many the good chaps who are wrecked in trying to cross it.","E.M. Forster,","culture, philosophy",14
By that which you kill are you bound.,"O.R. Melling,",philosophy,11
"Without living, how can you know? Without knowing, how can you speak?",J.E. Seanachaí,"life, life-lesson, philosophy, wisdom, writing",11
"She sent me a sunny smile, and what a smile, George; it was a smile that could have melted the whole world, because if the whole world had seen it, it would have had the power to stop all wars and hatred on the face of the planet, or at lease there would have been some long ceasefires.","Jostein Gaarder,","jostein-gaarder, magical-realism, philosophy, the-orange-girl",11
"Contrary to the ecologists, nature does not stand still and does not maintain the kind of equilibrium that guarantees the survival of any particular species - least of all the survival of her greatest and most fragile product: man.",Ayn Rand,"environmentalism, man, philosophy",10
"Do you mean that you think you can find out the answer to it?"" said the March Hare.
""Exactly so,"" said Alice.
""Then you should say what you mean,"" the March Hare went on.
""I do,"" Alice hastily replied; ""at least--at least I mean what I say--that's the same thing, you know.""
""You might just as well say,"" added the Dormouse, which seemed to be talking in its sleep, ""that 'I breathe
when I sleep' is the same thing as 'I sleep when I breathe!",lewis carrol,philosophy,9
"But by the grace of God I am what I am: and his grace which was bestowed upon me was not in vain; but i laboured more abundantly than they all: yet not I, but the grace of God which was with me.","Anonymous,","inspirational, philosophy, religion, thoughtful, wisdom",8
Search of truth is actually a search of strength to handle the truth.,Shunya,"life-lessons, philosophy, spirituality",8
"We played for about half an hour before I realized we were actually playing two different games. What I’d thought of as ludo was actually a game called gin rummy, and what Warren was playing seemed to be a mixture of craps and table tennis. Once we started playing by one consistent set of rules, though, the fun was really over.","Graham Parke,","humor, philosophy, relationships",6
"While the characters of men are forming, as is always the case in revolutions, there is a reciprocal suspicion, and a disposition to misinterpret each other; and even parties directly opposite in principle will sometimes concur in pushing forward the same movement with very different views, and with the hope of its producing very different consequences.","Thomas Paine,","philosophy, revolution",6
"When we like something too much, a part of us wants to keep them forever in our 'wishlist' because we know that when wishes comes true, they lose their charm.",Shunya,"buddhism, life, mind, pain, philosophy, religion, soul, spirituality, universe, zen",6
"You can believe in whatsoever you like, but the truth remains the truth, no matter how sweet the lie may taste.",Michael Bassey Johnson,"bad-influence, belief, bible, christianity, exaggeration, fabrication, false-prophets, falsification, gospel, half-truth, liar, lie, mendacity, philosophy, religion, sugar-coated, sweet, taste, truth, untruth",99
"Mist to mist, drops to drops. For water thou art, and unto water shalt thou return.",Kamand Kojouri,"all-is-water, aqua, art, burial, bury, clean, cleanse, creek, dead, death, drop, droplet, energy, essence, faith, funeral, island, kamand, kamand-kojouri, kojouri, lake, life, live, living, mist, mortality, ocean, philosophy, pool, purify, quote, rain, rainwater, religion, renew, resurrect, resurrection, return, river, sea, seas, shalt, soul, spirit, stream, thou, vapour, water, water-is-life, waterway",63
"Life is a useless passion, an exciting journey of a mammal in survival mode. Each day is a miracle, a blessing unexplored and the more you immerse yourself in light, the less you will feel the darkness. There is more to life than nothingness. And cynicism. And nihilism. And selfishness. And glorious isolation. Be selfish with yourself, but live your life through your immortal acts, acts that engrain your legacy onto humanity. Transcend your fears and follow yourself into the void instead of letting yourself get eaten up by entropy and decay. Freedom is being yourself without permission. Be soft and leave a lasting impression on everybody you meet",Mohadesa Najumi,"acceptance-of-others, ascension, bell-hooks, brain, connectedness, consciousness, crazy, embodiment, enlightenment, fetters, genius, happiness, heartbreak, life, loss, love, matrix, mental-power, mohadesa, mohadesa-najumi, najumi, neuroscience, normal, norms, osho, pain, philosophy, psycology, relationship, self-awareness, self-help, self-love, self-mastery, society, sociology, spirituality, third-eye, understanding",56
The safest general characterization of the European philosophical tradition is that it consists of a series of footnotes to Plato.,"Alfred North Whitehead,","european, influence, philosophy, plato, tradition",54
"God judges men from the inside out; men judge men from the outside in. Perhaps to God, an extreme mental patient is doing quite well in going a month without murder, for he fought his chemical imbalance and succeeded; oppositely, perhaps the healthy, able and stable man who has never murdered in his life yet went a lifetime consciously, willingly never loving anyone but himself may then be subject to harsher judgment than the extreme mental patient. It might be so that God will stand for the weak and question the strong.","Criss Jami,","apologetics, arrogance, asylum, awareness, brain, chemical-imbalance, cognition, confession, crazy, crime, discernment, ego, evil, forgiveness, god, good, good-and-evil, grace, guilt, health, healthy, heart, humility, hypocrisy, ill, immorality, insane, instability, judgment, law, liability, love, lovelessness, mental-patient, mentally-ill, mercy, mind, morality, murder, narcissism, pharisee, philosophy, pride, psycho, psychology, psychopath, punishment, repentance, resistance, righteous, sane, self-righteous, self-worship, selfishness, sickness, sin, soul, stability, strength, temptation, theology, weakness, wisdom",51
Study yourself. Become your own mentor and best friend. When you are suffering stay at the bottom until you find out who you are. Let the storms come and pass. How you walk through the fire says a lot about you. Nobody likes a victimhood mentality and what happened to you is not important. It is about how you use your chaos that matters. The dawn will come,Mohadesa Najumi,"acceptance, ascension, bell-hooks, connectedness, consciousness, enlightenment, heartbreak, life, loss, love, matrix, osho, pain, philosophy, psycology, relationship, self-awareness, self-help, self-love, society, spirituality, third-eye, understanding",48
What can oppose the decline of the west is not a resurrected culture but the utopia that is silently contained in the image of its decline.,Theodor W. Adorno,"civilization, critical-theory, cultural-criticism, culture, culture-critique, decline, decline-of-civilization, dialectic, dialectics, enlightenment, philosophy, society, the-dialectic-of-enlightenment, the-enlightenment, the-west, western-culture",38
God save me from fools with a little philosophy—no one is more difficult to reach.,"Epictetus,","arrogance, fool, philosophy",24
