quote,author,tags,likes
"The crisis of physical hunger is essentially a crisis of faith. What or whom will you trust to meet your most basic needs? Will you trust the God who made human bodies, or will you seek your own way? (Deuteronomy 8:1-3)",Swindoll Charles R.,"christianity, faith, god, jesus-christ, providence",10
"I was utterly convinced that an intellectual could never be anything but an intellectual, was simply not capable of being anything else, that his intellectuality would, sooner or later, erode his faith or erode whatever he'd masked it with . . . For example, intellectuals like to dress themselves up as peasants . . . but it never works. The intellectual's constitution is impervious to such things - it permits only one object of worship - oneself. Generally speaking, an intellectual in the contemporary version is an exceptionally resourceful and, essentially, pitiful being.","Leonid Borodin,","faith, intellectualism, intellectuals, posturing, pretense",9
"Worse still, he doesn’t know how to follow the piper anymore because it’s a path Tom has lost faith in.
And the piper knows it. Tom can see it in his father’s eyes now. And the more he stares, the clearer it becomes.","Melina Marchetta,","dominic, faith, piper, thomas",9
To require God to prove that He is able and willing to fulfill His promises would be proof positive that one does not trust Him.,Swindoll Charles R.,"faith, god, providence",8
"Faith itself cannot accomplish anything, yet without faith, no one can fly.",Swindoll Charles R.,"faith, god",8
"I prayed to a mystery.
Sometimes I was simply aware of the mystery. I saw a flash of it during a trip to New York that David and I took before we were married. We were walking on a busy sidewalk in Manhattan. I don't remember if it was day or night. A man with a wound on his forehead came toward us. His damp, ragged hair might have been clotted with blood, or maybe it was only dirt. He wore deeply dirty clothes. His red, swollen hands, cupped in half-fists, swung loosely at his sides. His eyes were focused somewhere past my right shoulder. He staggered while he walked. The sidewalk traffic flowed around him and with him. He was strange and frightening, and at the same time he belonged on the Manhattan sidewalk as much as any of us. It was that paradox -- that he could be both alien and resident, both brutalized and human, that he could stand out in the moving mass of people like a sea monster in a school of tuna and at the same time be as much at home as any of us -- that stayed with me. I never saw him again, but I remember him often, and when I do, I am aware of the mystery.
Years later, I was out on our property on the Olympic Peninsula, cutting a path through the woods. This was before our house was built. After chopping through dense salal and hacking off ironwood bushes for an hour or so, I stopped, exhausted. I found myself standing motionless, intensely aware of all of the life around me, the breathing moss, the chattering birds, the living earth. I was as much a part of the woods as any millipede or cedar tree. At that moment, too, I was aware of the mystery.
Sometimes I wanted to speak to this mystery directly. Out of habit, I began with ""Dear God"" and ended with ""Amen"". But I thought to myself, I'm not praying to that old man in the sky. Rather, I'm praying to this thing I can't define. It was sort of like talking into a foggy valley.
Praying into a bank of fog requires alot of effort. I wanted an image to focus on when I prayed. I wanted something to pray *to*. but I couldn't go back to that old man. He was too closely associated with all I'd left behind.",Margaret McGee,"faith, god, mystery-of-life, prayer",7
Maybe I am everything I knew that I would never be. I looked back at Jay and smiled.,Holly Hood,"faith, goodbyes, hope, love, romance, sad, trust",7
The Father is truly the only Promise Maker who is in earnest a Promise Keeper. A promise from God is a promise kept.,Sheila Walsh,"faith, promise, religious",5
"But if I could just get som ehint, some sign...""
Conchita smiles, without humor, but with great affection. ""That's the point behind faith,"" she says. ""It's not something you can prove....I know you hate to hear this, but you either have it, or you don't.","Charles de Lint,","faith, trust",5
"That eye which sees anything good in the creature is a blind eye; that eye which fancies it can discern anything in man, or anything in anything he can do to win the Divine favor, is as yet stone blind to the Truth of God, and needs to be lanced and cut, and the cataract of pride removed from it!",Charles H. Spurgeon,"faith, sovereignty-of-god, works",5
"Yes, our Father has a plan, Ciminae,” he said. “But he leaves it up to his children to accept his will. It is their agency. He cannot force his will upon them. If he did, he would cease to be God. They . . . we must choose for ourselves to accept his will with unbreakable faith in our Father. That is when the Father moves us to do his will.” (The Spirit. From Book 2, ""Worlds Without End: Aftermath,"" coming September 1, 2012)",Shaun F. Messick,"aftermath, agency, faith, father, god, quotes, shaun-f-messick, will, worlds-without-end",4
"It took a couple of months before we were both convinced there were no rules about sexual activities in Hell and our spouses were not going to show up out of the blue. It was hard to start a sexual relationship in circumstances of such bizarre uncertainty, especially for an active Mormon and a good Christian, both lost in a Zoroastrian Hell. We were like virgin newlyweds. All my life I’d been raised to believe this kind of thing was wrong. All my life I had lived with a strong sense of morality. How do you give it up? How do you do things you thought you’d never do? Where do all the things you believed go, when all the supporting structure is found to be a myth? How do you know how or on what to take a moral stand, how do you behave when it turns out there are no cosmic rules, no categorical imperatives? It was difficult. So tricky to untangle.","Steven L. Peck,","chastity, christianity, christians, ethics, existentialism, faith, fidelity, free-will, morality, mormonism, religion, sex, values",3
"Tom has been having a difficult patch, and we meet at the church of IKEA as often as possible, because it is equidistant from our houses and always cheers us up. Yesterday I asked, 'In your depression, and with so many people having such a hard time, where is Advent?' He tried to wiggle out of it by saying, 'You Protestants and your little questions!' Then, when pushed, he said: 'Faith is a decision. Do we believe we are ultimately doomed and fucked and there's no way out? Or that God and goodness make a difference? There is heaven, community, and hope - and hope that there is life beyond the grave.'
'But Tom, at the same time, the grave is very real, dark and cold and lonely.' 'Advent is not for the naive. Because in spite of the dark and cold, we see light - you look up, or you make light, with candles, or with strands of lightbulbs on trees. And you give light. Beauty helps, in art and nature and faces. Friends help. Solidarity helps. If you ask me, when people return phone calls, it's about as good as it gets. And who knows beyond that.",Anne Lamott,faith,2
"He who has two grounds of trust is lost! He who relies upon two
salvations, and cannot say of Christ, “He is all my salvation and all my desire,” that man is not only in danger of being
lost, but he is already condemned; because, in fact, he believes not on the Son of God! He is not alive to God at all, but rests partly on the Cross, and then in some measure on something else.",Charles H. Spurgeon,"faith, salvation",2
"In the Judeo-Christian tradition, we carry forward the basic insight our fundamental relationship to the world is one of love. Christians say that “God is Love,” that God created the universe out of love. The source of God’s Creation is love, and our relationship to the possibility of meaning within this created world is in and through love. The Christian community is a reciprocal relationship among subjects who love and are loved. The subject maintains the meaning of God’s Creation by taking up a Christ-like love toward others. The appearance of meaning in the world—love’s product—is always a manifestation of the divine. Liberalism turns away from this entire tradition of thought, in party because of its association with religion, and in part because this tradition resists the analytic form of reason. For liberalism, religion is individualized and privatized, and thus it cannot be used in the explanation or justification of a public space. If it does invade the public, it threatens irrationality. But religion is no less an effort to understand the character of our experience, and even a secular philosophy must not ignore that experience. We cannot simply deny what we cannot place within our categories of analysis. (221)","Paul W. Kahn,","faith, judeo-christian, liberalism, love, politics, religion",2
"Христовият мир е свобода от греха, а мирът на света е свобода на греха...","Схиархимандрит Касиан,","faith, philosophy, religious, spirtual",1
"I prayed to what all things hold in common. I prayed to what makes life. I thought about the elements of the universe, the rocks, the stars, the air, other living things. I tried to get the perspective of what's behind all that. I prayed to the force that brings things into existence. I thought this force encompassed all it created. My God was transcendent, and my God was also immanent. God ran in my veins. God lived and died and lived again in every atom of the universe.",Margaret McGee,"faith, god",1
But the witness of the substitutionary atonement of Jesus is that God's most difficult promise has been kept.,Sheila Walsh,"faith, inspirational, religious",1
"In my return to church, I had learned the hard way to avoid assumptions about other people's faith. For one thing, people kept surprising me. If I listened carefully to them, my conjectures about what they thought usually turned out to be wrong. For another thing, I was insecure enough about my own faith, such as it was, to resent other people telling me what they thought I believed and why they thought I believed it. So I tried to hear what my friends say about joining their loved ones after death without assuming I knew exactly what they meant.",Margaret McGee,"belief, faith, heaven",1
"Science is getting knocked on all sides these days, not only from religious fundamentalists, but from all kinds of people who perceive science as arrogant, one-sided, and the source of the troubles that come with the technology it produces. It's true that individuL scientists can be so arrogant and narrowly focused, they're blind to any but their own truths, and that new discoveries bring new problems with them. Still, I don't know many people who would refuse a biopsy for a newly discovered lump because they think science needs to be taken down a peg or two.

Religion gets knocked for the same kinds of reasons as science: for its arrogance, narowmindedness, and tendency to create more trouble than it's worth. Religion is also accused of concealing reality under a comforting blanket of measureless faith -- the flip side, perhaps of the scientist for whom nothing can be real until she has measured it.

My own sojourn into religion convinced me that good religion reveals rather than conceals. Religion is the soul in search of itself and its relationship to the cosmos. This journey requires looking at all of it: the joy, the sorrow, the beauty and the horror of life. We hope for the best. We want meaning and love to exist not only in ourselves, but in the very soul of the universe. At times this great hope might tempt us to pick and choose only the data that supports our desires. But in religion as in boat-building, the design must be tested in all conditions. When I say that I'm trying to pay attention, and that paying attention means being willing to look at all of it, I think I'm trying for the same moment of clarity that Graham experienced when the wind blew all over his theory. Looking at all of it is what good science is about. I believe that it's also what good religion is about.",Margaret McGee,faith,1
Dumnezeu este doar unul şi acelaşi pretutindeni.,"Leo Tolstoy,","faith, god, life",1
И на съвършените съвършенството е несъвършено. Св. Иоан Лествичник,"Преподобный Никодим Святогорец,","faith, philosophy, religious, spirtual",1
"Съвестта е онзи глас Божий в нас, онова огледало, в което ние се оглеждаме и виждаме своите недостатъци.",Схиархимандрит Касиан,"faith, philosophy, religious, spirtual",1
"There is a greater Christian faith than one which settles for the temporal happiness, and that is the augmentation of faith. The more faithful you become, the harder the obstacles get; but the harder the obstacles get, the tougher your spine grows; and the tougher your spine grows, the less dependent you are on man's approval. I came to know this about Christianity when valuing faith before comfort.","Criss Jami,","apologetics, christianity, development, faith, god, growth, learning, man, maturity, obstacles, strength",35
"God arranges everything for us, so that we need have no more fear or trouble and may be quite sure that all things will come right in the end.","Johanna Spyri,","faith, fear, god, life",25
You are the hybrids of golden worlds and ages splendidly conceived.,"Aberjhani,","angel-poems, diversity, faith, haiku, haikus, humanity, hybrids, indigo-children, intercultural, international-poetry-day, millennial-generation, millennials, modern-poetry, modern-poets, multiculturalism, multiculturalità, national-history-day, national-poetry-month, poems-by-aberjhani, poets, positive-motivation, self-esteem, spiritual-philosophy, spirituality, teaching-diversity, world-suicide-prevention-day",14
"The organist was almost at the end of the anthem’s long introduction, and as the crescendo increases the cathedral began to glitter before my eyes until I felt as if every stone in the building was vibrating in anticipation of the sweeping sword of sound from the Choir.

The note exploded in our midst, and at that moment I knew our creator had touched not only me but all of us, just as Harriet had touched that sculpture with a loving hand long ago, and in that touch I sensed the indestructible fidelity, the indescribable devotion and the inexhaustible energy of the creator as he shaped his creation, bringing life out of dead matter, wresting form continually from chaos. Nothing was ever lost, Harriet had said, and nothing was ever wasted because always, when the work was finally completed, every article of the created process, seen or unseen, kept or discarded, broken or mended – EVERYTHING was justified, glorified and redeemed.",Susan Howatch,"church, creator, devotion, easter, england, faith, god, indestructible, life, redemption, seen, unseen",14
A guilty suffering spirit is more open to grace than an apathetic or smug soul.' - Bread & Wine (day 5),Edna Hong,"christianity, faith, grace, guilt, lent, soul, spirit",13
"Any faith that does not command the one who holds it is not a real belief; it is a pseudo belief only. And it might shock some of us profoundly if we were brought suddenly face to face with our beliefs and forced to test them in the fires of practical living.

Many of us Christians have become extremely skillful in arranging our lives so as to admit the truth
of Christianity without being embarrassed by its implications.","A.W. Tozer,","assumptions, faith",12
"Nature"" is another name for the miracles that are so commonplace in our lives that we take for granted and have grown used to seeing them.","Shalom Arush,","faith, miracle, nature",11
"The cautious faith that never saws off a limb on which it is sitting, never learns that unattached limbs may find strange unaccountable ways of not falling.",Dallas Willard,"faith, god, provision",11
"If we require some kind of sign, or ""proof,"" for our belief in God, then we believe, or place our tust, not in God but in the sign or proof.","Robert L. Short,","apologetics, faith, god, proof",10
"Strange are the pictures of the future that mankind can thus draw with this brush of faith and these many-coloured pigments of the imagination! Strange, too, that no one of them tallies with another!","H. Rider Haggard,","belief, disagreement, dreams, faith, future, hopes, ignorance, illusions, imagination, mankind, religion, vain-hopes",9
Trying to justify a world we don't hold all the answers to is what bedevils the best of us. Sometimes it's better just to accept that things are as we see them.,"Megan Chance,","accept, answers, belief, faith, spiritualism",8
"He respected the power of faith, the benevolence of churches, the strength religion gave so many people . . . and yet, for him, the one intellectual suspension of disbelief that was imperative if one were truly going to ""believe"" had always proved too big an obstacle for his academic mind. ""I want to believe,"" he heard himself say.","Dan Brown,","agnosticism, belief, faith, religion",6
Logic only tells us what's there; it can't really address what isn't. Even the most devoted empiricist must admit that we have no hope of understanding the universe. Some things are unknowable.,"Megan Chance,","belief, faith, logic, spiritualism, understanding",6
On faith’s battered back calm eyes etch prayers that cool a nation’s hot rage.,"Aberjhani,","faith, forgiveness, intolerance, national-poetry-month, peace, popular-quotes, prayer, rage, spirituality, war, world-poetry-day",6
Fe es aquello que nos permite creer en cosas que sabemos que no son ciertas.,"Bram Stoker,","dracula, faith, novel, vampires",6
"When you're young, faith is often a matter of rules. What you should do and shouldn't do, that kind of thing. But as you get older, you realize that faith is really a matter of relationship - with God, with the people around you, with the members of your community.",Rhoda Janzen,"faith, inspirational",5
God is as real as a station wagon.,Peggy Payne,"faith, god, inspiration, inspirational-quotes, mysticism, religion",4
"Love is hard. We try to love one another. But generally the quality and quantity of our love for one another is found wanting, because we find it difficult, if not impossible, to look beyond those things that are ugly and unlovable in those we try to love. Even though the things that are ugly and unlovable in ourselves are the very things that cause us to cry out for love.","Doug Worgul,","faith, hope, love",4
Should one continue to follow the faith of a group that's cast him out? Shouldn't it stand to reason that if he was true to that faith that the group should have been true to him? Is it unreasonable to ask forgiveness of one who is all-forgiving?,"T. A. Miles,","excommunicated, exile, faith, knight, religion, religious-order, tristus-edainien",4
"Faith which does not doubt is dead faith. -Miguel de Unamuno, philosopher and writer (1864-1936)",Miguel de Unamuno,"doubt, faith, humanity, religion",4
"And now they were weary and frightened because they had gone against a system they did not understand and it had beaten them. They knew that the team and the wagon were worth much more. They knew the buyer man would get much more, but they didn't know how to do it. Merchandising was a secret to them.","John Steinbeck,","business, ethics, faith, morality, spirituality",4
I would rather believe God doesn't exist than believe he doesn't care.,"Eric Wilson,","belief, faith",3
"Why God should want and need us is a mystery. But it is true: otherwise he would not have created us and life would ultimately have no meaning for us. It is good to remember that in God the is a constancy, a consistency of attitude which never changes, irrespective of what we are or how we act: he never changes in is wanting us or needing us.","Cardinal Basil Hume,",faith,3
"In addition to the kind of critical reflection on one's previous assumptive or tacit system of values we saw Jack undertake, there must be, for Stage 4, a relocation of authority within the self. While others and their judgments will remain important to the Individuative-Reflective person, their expectations, advice and counsel will be submitted to an internal panel of experts who reserve the right to choose and who are prepared to take responsibility for their choices. I sometimes call this the emergence of the executive ego.

The two essential features of the emergence of Stage 4, then, are the critical distancing from one's previous assumptive value system and the emergence of the executive ego. . . .

We find that sometimes many persons complete half of this double movement, but do not complete the other.","James W. Fowler,","executive-ego, faith, stage-4",3
"It seems all spirits need theatrics, eh? Even Christ himself requires incense and holy water. We're a skeptical people. We need convincing.","Megan Chance,","belief, cynicism, faith, skepticism, spiritualism, theatrics",2
"What a failure her life had been. Would she have lied to God if she’d had more faith, been more righteous? How could she possibly have a son at her age? And yet, if she had believed all along . . .","Jill Eileen Smith,",faith,2
Ние строим духовно пречиствателна станция.,Схиархимандрит Касиан,"faith, philosophy, religious, spirtual",1
"Науката казва докажи ми и ще повярвам, а вярата казва повярвай и ще ти докажа!",Схиархимандрит Касиан,"faith, philosophy, religious, spirtual",1
"That was one of the inherent flaws of faith. Belief without knowing. But worse yet: belief without action. It could be good in its own right. Beautiful, even, when embraced, but that had to be measured. Checked. Too many surrendered themselves to it. What they did not see was simple fact. Religion did not bring peace. It merely offered a means. It was up to man to create peace.","Chris Galford,","faith, peace, religion, truth, wisdom",1
"A belief which leaves no place for doubt is not a belief; it is a superstition. -Jose Bergamin, author (1895-1983)",Jose Bergamin,"faith, politics, religion, society",1
"There’s faith that knows itself as faith, Proyas, and there’s faith that confuses itself for knowledge. The first embraces uncertainty, acknowledges the mysteriousness of the God. It begets compassion and tolerance. Who can entirely condemn when they’re not entirely certain they’re in the right? But the second, Proyas, the second embraces certainty and only pays lip service to the God’s mystery. It begets intolerance, hatred, violence.","R. Scott Bakker,","faith, god, ignorance, intolerance, religion",33
"If you believed in Christianity or Islam it was called 'faith', but if you believed in astrology or friday the thirteenth it was Superstition!","Jostein Gaarder,","faith, judgement, philosophy, society, superstition",18
Have faith little one ‘til your hopes and your wishes come true. You must try to be brave.,The Rescuers,"brave, faith, hopes, life, wishes",16
"A strong, vague persuasion that it was better to go forward than backward, and that I could go forward— that a way, however narrow and difficult, would in time open— predominated over other feelings: its influence hushed them so far, that at last I became sufficiently tranquil to be able to say my prayers and seek my couch. I had just extinguished my candle and lain down, when a deep, low, mighty tone swung through the night. At first I knew it not; but it was uttered twelve times, and at the twelfth colossal hum and trembling knell, I said: “I lie in the shadow of St. Paul’s.","Charlotte Brontë,","difficulties, faith, forward, st-paul-s",14
"I am not functioning very well. Living with the knowledge that the baby is dead is painful. I feel so far away from you, God. I can only try to believe that you are sustaining me and guiding me through this. Please continue to stand by my side.","Christine O'Keeffe Lafser,","babyloss, faith, grief, infant-death, miscarriage, sids, stillbirth",14
Fear is the lack of faith in one's ability to create powerful solutions.,"T.F. Hodge,","ability, courage, faith, fear, hinderances, lack-of-faith, power, quotes, solutions",12
We must look to Mary's example to know how to deal with the glorious impossibilities of God. Look how she turned the world upside down by making one simple statement ...,"Calvin Miller,","christmas, devotion, faith, hope",12
"Yes, she believed God loved her. But if this whole fiasco was His idea of love . . .","Lauraine Snelling,","faith, god, love, trials",9
Os ventos do destino são imutáveis.,"Susana Almeida,",faith,8
"As your faith is strengthened, you will find that there is no longer the need to have a sense of control, that things will flow as they will and that you will flow with them to your great delight and benefit.",Emmanuel Teney,"faith, flow",7
"Watching you has taught me that a man need not be weak to have a faith, but is made strong by it.","Roseanna White,","faith, weak",7
"Prophet,' he said, 'Your doctrines I do not know; therefore if I accepted them, I would do it out of fear like a coward and a base man. Are you anxious that your faith be professed by cowards and base people?","Henryk Sienkiewicz,","bravery, courage, faith, strength, strength-and-courage, strength-through-adversity",7
"The average man has no central core of moral assurance, no spring within his breast, no inner strength to place him above the need for repeated psychological shots to give him the courage to go on living. He has become a parasite on the world, drawing his life from his environment, unable to live a day apart from the stimulation which society affords him.",A.W. Tozer,"faith, holy-spirit",6
"[Faith] was something other than an intellectual exercise. There were no words, no lofty concepts, that could take away the pain. Faith was living with the pain.","Margaret Coel,",faith,5
Eres mío para jugar contigo a mi antojo,"Nalini Singh,",faith,5
"There is a beauty in paradox when it comes to talking about things of ultimate concern. Paradox works against our tendency to stay superficial in our faith, or to rest on easy answers or categorical thinking. It breaks apart our categories by showing the inadequacy of them and by pointing to a reality larger than us, the reality of gloria, of light, of beyond-the-beyond. I like to call it paradoxology—the glory of paradox, paradox-doxology—which takes us somewhere we wouldn’t be capable of going if we thought we had everything all wrapped up, if we thought we had attained full comprehension. The commitment to embracing the paradox and resisting the impulse to categorize people (ourselves included) is one of the ways we follow Jesus into that larger mysterious reality of light and love.",Nanette Sawyer,"an-emergent-manifesto-of-hope, faith, god, love, paradox, theology",5
"Levi,"" Maria called. ""Come back. We're not finished yet.""
He paused
""What, Maria?""
""You asked me what I believe in? I believed in you.""
He nodded his head sadly. ""Yes, you did. And before you met me, you believed in nothing. But that's the thing with belief, Maria. It's easy to believe in something when it doesn't require anything from you. It's much harder, though, when the object of your belief requires something of you or asks for something you don't want to give. That's when real belief occurs.","Brian Keene,","belief, faith",5
"I loved my father, but I was not like him. I never needed to believe the best of people. I took them as they were: two-faced, desperate, kind - perhaps all at once. But to Pa, they were all children of god, poor troubled sheep, who only needed love and an even break. He needed the world to back up what his religion told him about people. And when it came down to a choice between reason and faith, he let go of reason.","Marcel Theroux,","faith, reason, religion",5
"The daily circumstances of life will afford us opportunities enough of glorifying God in trust, without our waiting for any extraordinary calls upon faith, our faith. Let us remember that the extraordinary circumstances of life are but few; that much of life may slip past without their occurrence; and that if we be not faithful and trusting in that which is little, we are not likely to be so in that which is great... Let our trust be reared in the humble nursery of our own daily experience, with its ever recurring little wants and trials, and sorrows; and then, when need be, it will come forth, to do such great things as are required of it.",Philip Bennett Power,"faith, faithfulness",5
Solo mirarte me proporciona el placer más intenso que jamás haya sentido.,"Nalini Singh,",faith,4
Keep marching boys and girls. Keep marching,"Rodman Philbrick,","believe-in-yourself, faith, inspirational-attitude",4
"You were born into this life equipped to succeed. You are a part of God’s perfect plan. Yes, you. The plan would not be perfect if you were missing. Think about that. You matter more than you know.",Toni Sorenson,"faith, god, life, success",4
"We all reach a point that is the limit of our understanding. When we stare over the precipice of uncertainty and into the dark unknown that we cannot explain with hard evidence, that is when we trade understanding for belief. At best, we make an educated guess. At worst, we make blind leaps of faith.","Ramsey Isler,","belief, death, faith, fantasy, philosophy",3
We are in God’s hands. We can’t come up with a surprise big enough or a sin vile enough to thwart His plan. If we allow Him to refine us we will inevitably end up free from the impurities that separate us from Him.,Toni Sorenson,"faith, god, improvement, life, peace",3
