quote,author,tags,likes
Your comfort zone is a place where you keep yourself in a self-illusion and nothing can grow there but your potentiality can grow only when you can think and grow out of that zone.,Rashedur Ryan Rahman,"achievements, attitude, banking, be-positive, believe, building-relationship, business, career-development, class, coach, coaching, college, commerce, commercial, communication, confidence-quotes, corporate, country, culture, desire, development, dream-big, dreams, economics, excellence, excellencemind, faith, fashionable, finance, focus, goals, gratitude, grow, happiness, hope, humans, industry, inspiration, inspirational, inspirational-quotes, international, job, kindness, knowledge, learning, lesions, life, life-style, love, luxury-life-style, management, mind, mindfulness, modern, motivation, motivational-speaker, persistence, personal-branding, personal-development, personal-growth, personal-skills-development, personal-transformation, philosophy, podcast, positive, positive-attitude, power, programs, quotes, read-books, relationships, romance, school, self-confidence, self-esteem, self-improvement, self-motivation, skills, smart, social-media, society, study, success, technology, think-big, time, trainer, training, travel, travelling, trust, university, video",82
"Past and Present I know well; each is a friend and sometimes an enemy to me. But it is the quiet, beckoning Future, an absolute stranger, with whom I have fallen madly in love.","Richelle E. Goodrich,","future, hope, new-year, new-year-s-resolutions, new-years, past, present, resolutions, richelle, richelle-e-goodrich, richelle-goodrich, unknown",65
"I know that your soul is on life support and that you feel lost and like you’re completely spinning out of control, but you’re finding yourself — here, tonight… even in this darkness.",Jennifer Elisabeth,"anxiety, art, beach, born-ready, cape-cod, coming-of-age, constellations, depression, destiny, fate, friends, girls, growing, growing-up, healing, hope, inspiration, jennifer-elisabeth, learning, life, love, lovers, ocean, pray, prayer, red-thread, red-thread-of-destiny, red-thread-of-fate, self-acceptance, self-love, self-reflection, soul, soul-mates, stars, teenagers, teens, time, universe, wish",46
Your personal truth is your gift to the world.,Jennifer Elisabeth,"anxiety, art, beach, born-ready, cape-cod, coming-of-age, constellations, depression, destiny, fate, friends, gift, girls, growing, growing-up, healing, hope, inspiration, jennifer-elisabeth, learning, life, love, lovers, ocean, pray, prayer, red-thread, red-thread-of-destiny, red-thread-of-fate, self-acceptance, self-love, self-reflection, soul, soul-mates, stars, teenagers, teens, time, truth, universe, wish, world",43
"Though I myself am an atheist, I openly profess religion in the sense just mentioned, that is, a nature religion. I hate the idealism that wrenches man out of nature; I am not ashamed of my dependency on nature; I openly confess that the workings of nature affect not only my surface, my skin, my body, but also my core, my innermost being, that the air I breathe in bright weather has a salutary effect not only on my lungs but also on my mind, that the light of the sun illumines not only my eyes but also my spirit and my heart. And I do not, like a Christian, believe that such dependency is contrary to my true being or hope to be delivered from it. I know further that I am a finite moral being, that I shall one day cease to be. But I find this very natural and am therefore perfectly reconciled to the thought.","Ludwig Feuerbach,","atheism, atheist, dependence, finite, hope, idealism, moral, natural, nature, sun",24
"Be thankful for a breath of fresh air to be alive and well. Allow love and happiness to penetrate throughout your mind and soul. Take time to relax and live in the moment, the now, the present. Enjoy today.",Amaka Imani Nkosazana,"breath, happiness, health, hope, inspiration, joy, life, live, love, moments, peace, soul, today-is-your-day, well-being",22
"Although I'm an atheist, I try not to crap all over people's belief in God. It may be nothing more than a placebo, a fairy tale that gives the hopeless hope, but sometimes a little hope is all people need to get through the day. Imagine a unit of soldiers under heavy enemy fire. They are told by their superiors to hold their position, even in the face of overwhelming fire power. The soldiers are being told that reinforcements are on the way, and that thought alone gives them the hope and courage to continue fighting, even if ultimately the reinforcements never arrive. I think some people simply need to believe that God is sending them reinforcements, to get through another day.",Oliver Gaspirtz,"against-all-odds, atheism, belief, belief-in-god, belief-in-self, courage, courage-under-fire, faith, faith-in-god, fighting, god, hope, hopeless, hopelessness, placebo, religion, soldier, soldiers, under-fire, war",12
"...maybe she's a slut because she's lonely, she's sad, she's hoping someone or something will make the lonely and sad go away.

It won't, of course. It never does. But nonetheless, there's not a girl who's more hopeful than a slut, more optimistic. She may give in but she doesn't give up. She keeps looking, she keeps hoping, she's always waiting for that someone who will say it: I love you, too.","Diana Joseph,","hope, loneliness, love, slut-shaming, sluts",11
"Sometimes I think Earth has got to be the insane asylum of the universe. . . and I'm here by computer error. At sixty-eight, I hope I've gained some wisdom in the past fourteen lustrums and it’s obligatory to speak plain and true about the conclusions I've come to; now that I have been educated to believe by such mentors as Wells, Stapledon, Heinlein, van Vogt, Clarke, Pohl, (S. Fowler) Wright, Orwell, Taine, Temple, Gernsback, Campbell and other seminal influences in scientifiction, I regret the lack of any female writers but only Radclyffe Hall opened my eyes outside sci-fi.

I was a secular humanist before I knew the term. I have not believed in God since childhood's end. I believe a belief in any deity is adolescent, shameful and dangerous. How would you feel, surrounded by billions of human beings taking Santa Claus, the Easter Bunny, the tooth fairy and the stork seriously, and capable of shaming, maiming or murdering in their name? I am embarrassed to live in a world retaining any faith in church, prayer or a celestial creator. I do not believe in Heaven, Hell or a Hereafter; in angels, demons, ghosts, goblins, the Devil, vampires, ghouls, zombies, witches, warlocks, UFOs or other delusions; and in very few mundane individuals--politicians, lawyers, judges, priests, militarists, censors and just plain people. I respect the individual's right to abortion, suicide and euthanasia. I support birth control. I wish to Good that society were rid of smoking, drinking and drugs.

My hope for humanity - and I think sensible science fiction has a beneficial influence in this direction - is that one day everyone born will be whole in body and brain, will live a long life free from physical and emotional pain, will participate in a fulfilling way in their contribution to existence, will enjoy true love and friendship, will pity us 20th century barbarians who lived and died in an atrocious, anachronistic atmosphere of arson, rape, robbery, kidnapping, child abuse, insanity, murder, terrorism, war, smog, pollution, starvation and the other negative “norms” of our current civilization. I have devoted my life to amassing over a quarter million pieces of sf and fantasy as a present to posterity and I hope to be remembered as an altruist who would have been an accepted citizen of Utopia.",Forrest J. Ackerman,"atheism, atheist, belief, danger, fairy-tales, hope, humanist, morality, respect, sci-fi, science, science-fiction, secular, utopia",10
"My mother is my friend
Who shares with me her bread
All my hopelessness cured!
Her company makes me secured!","Israelmore Ayivor,","bread, company, cure, food-for-thought, friend, hope, hopeful, hopeless, israelmore-ayivor, mama, mother, mothers-day, mothers-day-quotes, mum, secure, security, share, share-bread, sharing",9
"Pray each morning and each night.
Talk to God and be polite.
Tell Him what you're grateful for.
Leave your troubles at His door.

Share your wishes, needs, and hopes.
Ask God how to bravely cope.
Tell Him all you learned today.
Say the things you need to say.

Beg forgiveness for your sins.
Pray to live with Him again.
Speak with earnest heart and soul.
He will listen. This I know.

For prayer is hope put to the test.
And hope is faith in what is best.
Faith is power to do great things.
Thus, prayer is faith's enabling wings.","Richelle E. Goodrich,","ask, faith, god, hope, pray, prayer, richelle, richelle-e-goodrich, richelle-goodrich",9
"I understood that the most terrible thing in life is complete hopelessness... To cross out all the 'maybes' and give up the fight when you still have strength for it is the most terrible form of suicide. It's almost unbearable to watch it happening in others. Unjustified hope - salvation for the weak in spirit and intellect - irritates me. But the loss of hope is the paralysis, even the death, of the soul. Sveta, let us hope, while we still have strength to hope.","Orlando Figes,",hope,8
"For a long time things were so bad. Very bad. Dark even when there was light.
The only thing that kept the dark back was the Forever Shiny Thing that was her secret...
It is a word...the word hangs on a silver chain. The word is HOPE.","Dean Koontz,","grief-and-loss, hope",7
"For those constantly full of joy, they sometimes feel a little guilty for always feeling so good. That guilt is compassion: it flies in with an attempt to share one's joy with others who do not have it.","Criss Jami,","care, caring, compassion, empathy, guilt, happiness, hope, joy, love, pain, pity, sharing, sympathy",7
"The will to dream, the courage to act and the hope to win are the stuffs that make life meaningful! Create the life you wish to live and live it fully!","Israelmore Ayivor,","act, big-dreams, bold-bravery, courage, dream, dream-big, food-for-thought, good-life, hope, hopeful, israelmore-ayivor, life, meaning, meaningful, win, winner",6
Don’t believe negative voices. Listen to the divine-instinct of awaken soul.,"Lailah Gifty Akita,","awaken, christian-life, courage, faith, fearless, hope, inner-strength, instincts, lailah-gifty-akita-affirmations, listen-to-your-heart, motivation, negative, negative-voices, positive, positive-thinking, self-confidence, self-esteem, self-help, spirituality, uplifting",6
The greatest obsession is I believe in myself.,"Lailah Gifty Akita,","christian-life, daring, faith, hope, inner-strength, life, motivation, passion, philosophy, positive, positive-thinking, self-confidence, self-esteem, wisdom-of-lailah-gifty-akita, wise-words",6
You can use the stumbling blocks to build your success.,"Lailah Gifty Akita,","adversity, challenges, determination, education, encouragement, faith, hope, inner-strength, never-give-up, obstacles, perseverance, persistence, positive, positive-thinking, self-confidence, self-motivation, strength-through-adversity, success, wisdom-of-lailah-gifty-akita, wise-words",6
"And that's what love is, I suppose. The one thing that is most worth hoping for, and the one thing that's most surprising when it lands. Because it's better. It exceeds hope, makes hope nearsighted.","Jessica Soffer,","hope, love",5
"Putting your time in at the office; dutifully spawning your two point five; smiling politely at your retirement party; then chewing on your bedsheet and choking on your canned peaches at the nursing home. It was better never to have been born-never to have wanted anything, never to have hoped for anything.","Donna Tartt,","born, career, duty, dying, hope, hopelessness, nursing-home, office, retirement, spawning, want",5
"Nobody really cares if you’re miserable, so you might as well be happy, and make the most of where you are",Germany Kent,"be-happy-with-what-you-got, change-of-heart, change-of-mind, happiness, hope, optimism, success-in-life, successful-living-living",5
"Let the love of the moon kiss you good night,
let the morning sun wake you up with loving light.",Debasish Mridha,"education, happiness, hope, inspirational, intelligence, knowledge, life, love, philosophy, quotes, truth, wisdom",5
"Great achievement requires personal force, determined spirit and self-confidence.","Lailah Gifty Akita,","achieve, achievement, advice, christian-life, confidence, determination, dont-quit, education, encouragement, faith, hope, inner-strength, inspirational, learning, motivation, never-give-up, optimism, self-discovery, self-education, success, uplifting, wisdom, you-can",5
"Morning dew upon the grass,
glistening in the sun.
Yesterday’s gone,
tomorrow may come,
but this day has begun.","Calvin W. Allison,","encouragement, hope",4
"You deny them hope... You are telling them that Jesus loves them, but not much.",Harper Lee,"equality, hope, jesus",3
"Between what i see in a field and what I see in another field
There passes for a moment the figure of a man.
His steps go with “him” in the same reality,
But I look at him and them, and they’re two things:
The “man” goes walking with his ideas, false and foreign,
And his steps go with the ancient system that makes legs walk.
I see him from a distance without any opinion at all.
How perfect that he is in him what he is — his body,
His true reality which doesn’t have desires or hopes,
But muscles and the sure and impersonal way of using them.","Alberto Caeiro,","body, clarity, cosmos, desire, god, hope, it-is-what-it-is, life, muscle, nature, paganism, pantheism, seeing, truth",2
Be strong.,"Lailah Gifty Akita,","believe, character, christian-life, faith, hope, inner-strength, lailah-gifty-akita-affirmations, self-help, self-motivation, strength",2
I am hopeful because love overflows from my heart. Gratitude for beauty and life leads my way.,"Bryant McGill,","beauty, gratitude, heart, hope, leadership, life, love, overflow",1
hope is just a feeling...will is the real thing....,Parag Tipnis,"hope, will, wisdom",1
"When it hurt to look back, look forward.",Hamidah Dolhadi,"hope, inspirational-quotes, life",1
"Why wait? So precious is this life—this gift—this temporary blindness. Burn and drown and embrace the false dark, then grasp the unthinkable height of resulting joy. For in the end, in the light of truth when the flesh is cast off, there is nothing but this.",Jennifer DeLucy,"change, encouragement, faith, finding-joy, growing-up, hard-times, hope, inspirational, learning, purpose, self-awareness, self-realization, suffering, surviving, trials, weathering-hard-times",30
Each life experience poses this question: how do you want to be changed because of me?,Mollie Marti,"clarity, hope, inspiration, servant-leader",14
"I pondered all these things, and how men fight and lose the battle, and the thing that they fought for comes about in spite of their defeat, and when it comes turns out not to be what they meant, and other men have to fight for what they meant under another name.",William Morris,"dialectic, evolution, hope, optimism, struggle",14
"Then every man would be as a god, you see. The result of this, of course, would be that there would no longer be any gods, only men. We would give them knowledge of the sciences and the arts, which we possess, and in so doing we would destroy their simple faith and remove all basis for their hoping that things will be better—for the best way to destroy faith or hope is to let it be realized.","Roger Zelazny,","1967, faith, hope, magick, religion",13
A very small degree of hope is sufficient to cause the birth of love,Stendhal,"hope, love",12
"I threw my hands in the air and said show me something.
He said, ""if you dare come a little closer"".",Rihanna,"frustration, hope, hopelessness",11
Hope finds its fulfillment when nurtured through faith and shared with love.,Mollie Marti,"action, compassion, happiness, hope, kindness, strength",9
"That’s the thing about love
It can take you up to the mountaintop and can drop you
And the impact will either kill you or make you a new person","Kehinde Sonola,","happiness, hope, inspirational, joy, joy-of-life, klosophy, life, love, people, philosophy, poem, poetry, relationships, spirituality",9
If God created shadows it was to better emphasise the light.,Pope John XXIII,"god, hope, light, religion",8
Even a single lamp dispels the deepest darkness.,Mahatma Gandhi,"hope, inspiration, love",8
"We must seek together to address the good aspirations of people everywhere, for we are bound together through great commonality.","Bryant McGill,","aspiration, commonality, destiny, hope",6
You're all incredibly thoughtful souls who keep my head attached to my body.,"Jenny Sampirisi,","biological-determinism, gratitude, head, hope, infinity, leap, ribbit, swamp",6
"She felt the depth of her losses before they were realized, and she wondered, Is there still hope? Did she even dare hold on to such a tenuous thing as hope?","Sage Steadman,","grief, hope, hopelessness, loss",6
"We are ready to despair too soon, we are ready to say, ‘What’s the good of doing anything?’ Hope is the virtue we should cultivate most in this present day and age.",Agatha Christie,"hope, virtue",5
"Yes, in spite of all, Some shape of beauty moves away the pall From our dark spirits.",Keats,hope,5
"Truly I have looked into the very heart of darkness, and refused to yield to its paralyzing influence, but in spirit I am one of those who walk the morning. What if all dark, discouraging moods of the human mind come across my way as thick as the dry leaves of autumn? Other feet have traveled that road before me, and I know the desert leads to god as surely as the green, refreshing fields, and orchards.","helen keller,","god, hope, optimism",5
Elizabeth's barreness and advanced age--a double symbol of hopelessness--became the means by which God would announce to the world that nothing is impossible for Him.,Swindoll Charles R.,"christian, god, hope, hopelessness, impossible, inspirational",4
"Some way some how i'm going to be happy i'm going to laugh i'm going to prosper,i feel good that i remain positive thru these mess up times!!!",jojo1980,"hope, inspirational, life, life-and-living, philosophy, philosophy-of-life, truth",4
"What we really need is only a heart of surrender & always trust what God has plan for our life. So we do our best, God shall take the rest. That's what I called FAITH.",Olivia Sinaga,"faith, fight-more, god, hope, surrender-to-god, trust",4
"Y por que el sol es tan mal amigo
del caminante en el desierto?

Y por que el sol es tan simpatico
en el jardin del hospital?

And why is the sun such a bad companion
to the traveler in the desert?

And why is the sun so congenial
in the hospital garden?",Pablo Neruda,"friendship, hope, nature, sickness",3
"For though, I walk through the valley of shadows of Death, I will never fear. For You are in Me and I know You will never let me Go. ",Jestoni Revealed,"christian, fear, god, hope, inspiration, jesus",3
"Hope is something that can never be taken from you unless you allow someone to take it. If you never lose hope, you will never truly be poor.","John M. Simmons,","hope, perserverance",3
No rain can't get the rainbow.,ayumi hamasaki rainbow,"faith, hope, patience, trust",3
"The grand essentials of happiness are: something to do, something to love, and something to hope for.",allan chaimers,"do, happiness, hope",2
"Hope is like a word made with cloud, without faith, it quickly blows away.",Anthony Liccione,"cloud, faith, hope",2
"Un atkal krīt zvaigzne un ceļas cerība. Kā bizonis ceļas cerība, kā baldriāns.","Imants Ziedonis,","hope, inspirational",2
"Have you lost your hope? Have you remained inside the fog? Don’t worry; even if you can’t find it, a new hope will come and find you!",Mehmet Murat ildan,hope,1
"...настаёт в череде тяжких дней, сплошных неудач и неприятностей минута, когда вы вдруг улавливаете еле слышные шаги приближающихся перемен. Всё вокруг по-прежнему - одни неприятности. Но вы ощущаете, вы наверняка знаете, что скоро, скоро - не сегодня, так завтра, не завтра, так на той неделе - вдруг случится что-то невероятное. И вам уже легче. И неприятности, которые по-прежнему не дают житья, не такие уж неприятности. Вы воспринимаете их как временные осложнения, как грипп, например, от которого никуда не денешься, но скоро - вы это знаете наверняка - скоро он пройдёт...","Albert Lihanov,",hope,1
"In the middle of the night, there is always less hope; in the dawn of the morning, there is always more hope!",Mehmet Murat ildan,hope,1
"Take a chance..., change a 'NO' to a 'YES'today.",M. Howson,"hope, inspirational, life",0
"O Allah, You know me better than I know myself, and I know myself better than these people who praise me. Make me better than what they think of me, and forgive those sins of mine of which they have no knowledge, and do not hold me responsible for what they say.",Abu Bakr al-Siddiq,"dua, forgivness, hope, islam, love, prayer",80
"Lord, help us root our feet to the earth
And our eyes to the road
And always remember the fallen angels
Who, attempting to soar,
Were seared instead by the sun and, wings melting,
Came crashing back to the sea.
Lord, help root my eyes to the earth
And stay my eyes to the road
So I may never stumble.

-Psalm 24 (From ""Prayer and Study,"" The Book of Shhh)","Lauren Oliver,","delirium, guidance, help, hope, lauren-oliver, love, prayer, psalm",30
"Your dreamers. You ridiculous children. You dancing grinning fuckups. Here is your bright future. Your earnest, saccharine hope. How does it taste dripping from the neck of everyone you love?","Isaac Marion,","death, future, hope, love",30
We all flee in hope of finding some ground of security,"M.T. Anderson,","fleeing, hope, running-away, security",29
"I can always look up at the cosmos and marvel, no matter what happens. And when I look up at it, I feel as though my problems are small. I don't know why, but it always makes me feel better.","Matthew Quick,","hope, life-affirming",24
"Why don't people ask us about our hope? The answer is probably that we look as if we hope in the same things they do. Our lives don't look like they are on the Calvary road, stripped down for sacrificial love, serving others with the sweet assurance that we don't need to be rewarded in this life.","John Piper,","christianity, hope, life, sacrifice, service",22
No gasp at a miracle that is truly miraculous because the magic lies in the fact that you knew it was there for you all along.,Toni Morrison,"beloved, hope, magic, miracle, miracles, toni-morrison, trust",21
"I could smack her, punch her in the face, but then I see what she can't hide from me. I've seen it before-the desperation, the agony, the need to find a reason to go on, and the inability to find it.","Mary Beth Miller,","friend, hope, suicide",18
With every choice you create the life you’ll live; with every decision you design it.,"Mollie Marti,","action, family, growth, hope, purpose, self-awareness, success, thriving",17
"If the bombs go off the sun will still be shining, because I've heard it said that
every mushroom cloud has a silver lining.",Adam Young Owl City Cave In,"hope, inspirational, life, optimism, song-lyrics, tragedy",15
"As we walk back, it feels like the city is engulfing us. Adrenalin still pours through our veins. Sparks flow through to our fingers. We've still been running in the mornings, but the city's different then. It's filled with hope and with bristles of winter sunshine. In the evening, it's like it dies, waiting to be born again the next morning.","Markus Zusak,","born, city, dies, evening, fingers, hope, morning, running, sparks, sunshine, walk",15
"In the meantime, I’ll
wish it upon a star.'- Michael Cooper","Julie Ann Knudsen,","cute, hope, love, star, wish",14
It's hard to stay committed when our heart isn't in it.,"Deborah Day,","commitment, committed, hope, motivation",13
A wise teacher learns in the midst of teaching; a wise student teaches in the midst of learning.,Mollie Marti,"education, hope, mentorship, purpose, wisdom",13
Sometimes memory is the only gift we give ourselves and the only hope we have of finding our way home.,Harley King,"gift, home, hope, memory",10
"Never take today for granted, tomorrow might never come.",Matt Vella,"granted, health, hope, life",9
Your tears are my prayers.,"Elizabeth Gilbert,","hope, inspirational, love",9
Maybe I am everything I knew that I would never be. I looked back at Jay and smiled.,Holly Hood,"faith, goodbyes, hope, love, romance, sad, trust",7
"Consult.../what reinforcement we may gain from hope,/If not, what resolution from despair.","John Milton,",hope,7
"The love of Christ for me will get last say. He is merciful to me for his name’s sake, for the sake of his own goodness, for the sake of his steadfast love and compassion (Psalm 25). When he thinks about me, he remembers what he is like, and that is my exceeding joy. My indestructible hope is that he has turned his face towards me, and he will never turn away.",David Powlison,"god, hope, theology",6
"It isn’t true, is it, Daniel, that music can tame the beasts? Yet, in the end, a song lives.","Maria Àngels Anglada,","hope, inspirational, music",5
"Their words of encouragement were just what I needed. I was doing a great job, and I appreciated their cheers.I felt a dormlike camaraderie in the burn unit, since each of us knew the challenges we were facing like no one else could, and therefore how meaningful each triumph was.","Stephanie Nielson,","burn-unit, camaraderie, challenges, encouragement, hope, triumph",5
"Your words like wings gravity they defy.
My heart like a leaf on the wind catchin' rides.
We make too much sense to foolishly pass it by.
So I'm taking a rainbow up to the 5th floor.
Steppin' out to see that you're really worth more.",Group 1 Crew,"hope, love, relationships",5
"I finished the [blog] post reflecting on the fact that, despite all the changes in my life, maybe I wasn't so different after all. If I typed it, maybe I could believe it, too.",Stephanie Nielson,"accepting-change, blogging, change, hope, life, time, writing",4
"Hope is possible, when you decide to believe that what you are hoping for is possible.",Patti Snodgrass,"hope, inspirational",4
"Over time, I have come to believe that there is a killer and a saint in all of us. But...I choose to focus on the future and the *potential* in people.","Agnes Kamara-umunna,","and-still-peace-did-not-come, hope, humanitarianism, inspirational",3
And hope is but a dream of those that wake.,Matthew Prior,"dream, hope, inspirational, matthew, namesake, prior",3
"The horizon was indistinguishable from the inky black, which fell upon the desert like a sorcerer’s mantle shot through with diamonds. The stars were so tiny, so far away, and yet, at the moment, with her fingers curled around his, he almost felt as though he could reach up and snag one by the tail.",V.S. Carnes,"hope, inspiration, love, stars",2
"Hope comes not from the people around you, but from yourself.",Alegna G. Granados,"hope, inspirational, self",2
