,quote,author,tags,likes
24,"Anyway, I keep picturing all these little kids playing some game in this big field of rye and all. Thousands of little kids, and nobody's around - nobody big, I mean - except me. And I'm standing on the edge of some crazy cliff. What I have to do, I have to catch everybody if they start to go over the cliff - I mean if they're running and they don't look where they're going I have to come out from somewhere and catch them. That's all I do all day. I'd just be the catcher in the rye and all. I know it's crazy, but that's the only thing I'd really like to be.",J.D. Salinger,"holden, holden-caulfield, hope, run, save",3669
25,Maybe everyone can live beyond what they're capable of.,"Markus Zusak,","hope, inspirational, life, philosophy",3637
26,It's amazing how a little tomorrow can make up for a whole lot of yesterday.,"John Guare,","future, hope",3621
27,"I have come to accept the feeling of not knowing where I am going. And I have trained myself to love it. Because it is only when we are suspended in mid-air with no landing in sight, that we force our wings to unravel and alas begin our flight. And as we fly, we still may not know where we are going to. But the miracle is in the unfolding of the wings. You may not know where you're going, but you know that so long as you spread your wings, the winds will carry you.",C. JoyBell C.,"belief, direction, faith, flight, flying, flying-spirit, hope, inspirational, inspirational-life, inspirational-quotes, life, life-and-living, living, trust, uplifting, winds, winds-of-life, wings",3575
28,"I don't think of all the misery, but of the beauty that still remains.","Anne Frank,","beauty, hope, inspirational, joy",3152
29,"Hope can be a powerful force. Maybe there's no actual magic in it, but when you know what you hope for most and hold it like a light within you, you can make things happen, almost like magic.","Laini Taylor,","hope, hopelessness, magic",3112
30,"Strange as it may seem, I still hope for the best, even though the best, like an interesting piece of mail, so rarely arrives, and even when it does it can be lost so easily.","Lemony Snicket,","hope, mail",3170
31,"There is a crack in everything.
That's how the light gets in.","Leonard Cohen,","hope, light",3015
32,Fairy tales do not tell children the dragons exist. Children already know that dragons exist. Fairy tales tell children the dragons can be killed.,G.K. Chesterton,"fairy-tales, hope, paraphrased, possiblity",2886
33,Do not spoil what you have by desiring what you have not; remember that what you now have was once among the things you only hoped for.,Epicurus,"desire, gratitude, hope",2850
34,"The feelings that hurt most, the emotions that sting most, are those that are absurd - The longing for impossible things, precisely because they are impossible; nostalgia for what never was; the desire for what could have been; regret over not being someone else; dissatisfaction with the world’s existence. All these half-tones of the soul’s consciousness create in us a painful landscape, an eternal sunset of what we are.",Fernando Pessoa,"hope, longing, pain, regret, yearning",2777
35,Hope is a waking dream.,Aristotle,"dreams, hope",2751
36,"When you have lost hope, you have lost everything. And when you think all is lost, when all is dire and bleak, there is always hope.","Pittacus Lore,",hope,2702
37,"It's going to be all right, sir,"" Harry said over and over again, more worried by Dumbledore's silence than he had been by his weakened voice. ""We're nearly there ... I can Apparate us both back ... don't worry ...""
""I am not worried, Harry,"" said Dumbledore, his voice a little stronger despite the freezing water. ""I am with you.","J.K. Rowling,","dumbledore, harry-potter, hope",2686
38,"to love life, to love it even
when you have no stomach for it
and everything you've held dear
crumbles like burnt paper in your hands,
your throat filled with the silt of it.
When grief sits with you, its tropical heat
thickening the air, heavy as water
more fit for gills than lungs;
when grief weights you like your own flesh
only more of it, an obesity of grief,
you think, How can a body withstand this?
Then you hold life like a face
between your palms, a plain face,
no charming smile, no violet eyes,
and you say, yes, I will take you
I will love you, again.",Ellen Bass,"acceptance, hope, life, love",2659
39,"The best way to not feel hopeless is to get up and do something. Don’t wait for good things to happen to you. If you go out and make some good things happen, you will fill the world with hope, you will fill yourself with hope.",Barack Obama,"determination, helping-others, hope, initiative, just-do-it, proactivity, service, volunteerism, work",2656
40,"We dream to give ourselves hope. To stop dreaming - well, that’s like saying you can never change your fate.","Amy Tan,","dream, fate, hope",2583
41,"This is where it all begins. Everything starts here, today.","David Nicholls,","hope, love",2504
42,"There is a saying in Tibetan, 'Tragedy should be utilized as a source of strength.'
No matter what sort of difficulties, how painful experience is, if we lose our hope, that's our real disaster.",Dalai Lama XIV,"hope, life, pain, strength, tragedy",2498
43,My life is a perfect graveyard of buried hopes.,"L.M. Montgomery,","despair, hope",2423
44,"If you can love someone with your whole heart, even one person, then there's salvation in life. Even if you can't get together with that person.","Haruki Murakami,","hope, love",2378
45,It is often in the darkest skies that we see the brightest stars.,Richard Evans,hope,2349
46,"I used to think I was the strangest person in the world
but then I thought, there are so many people in the world, there must be someone just like me who feels bizarre and flawed in the same ways I do
I would imagine her, and imagine that she must be out there thinking of me too.
well, I hope that if you are out there you read this and know that yes, it’s true I’m here, and I’m just as strange as you.",Rebecca Katherine Martin,"bizarre, feel, flawed, hope, imgaine, know, misattributed-frida-kahlo, people, person, read, strangest, think-strange, thought, world",2153
47,"A star falls from the sky and into your hands. Then it seeps through your veins and swims inside your blood and becomes every part of you. And then you have to put it back into the sky. And it's the most painful thing you'll ever have to do and that you've ever done. But what's yours is yours. Whether it’s up in the sky or here in your hands. And one day, it'll fall from the sky and hit you in the head real hard and that time, you won't have to put it back in the sky again.",C. JoyBell C.,"cherishing, faith, heartwarming, hope, inspirational, learning, letting-go, life, life-and-learning, life-and-living, life-lessons, stars, treasure",2036
48,"We are all the pieces of what we remember. We hold in ourselves the hopes and fears of those who love us. As long as there is love and memory, there is no true loss.","Cassandra Clare,","clary-fray, fear, hope, jem-carstairs, life, loss, love, memory, shadowhunters, the-infernal-devices",2015
49,"Hope is a good breakfast, but it is a bad supper.",Francis Bacon,hope,2005
50,"When it was dark, you always carried the sun in your hand for me.","Sean O'Casey,","hope, sun",1910
51,"Part of the problem with the word 'disabilities' is that it immediately suggests an inability to see or hear or walk or do other things that many of us take for granted. But what of people who can't feel? Or talk about their feelings? Or manage their feelings in constructive ways? What of people who aren't able to form close and strong relationships? And people who cannot find fulfillment in their lives, or those who have lost hope, who live in disappointment and bitterness and find in life no joy, no love? These, it seems to me, are the real disabilities.","Fred Rogers,","bitterness, disability, disappointment, emptiness, feelings, fulfillment, happiness, hope, joy, love, potential, relationships, self-awareness",1906
52,"Remember, Hope is a good thing, maybe the best of things, and no good thing ever dies.",Stephen King,hope,1843
53,"Shoot for the moon, even if you fail, you'll land among the stars","Cecelia Ahern,","hope, inspirational",1827
54,The first duty of a man is to think for himself,Jose Marti,"communism, democracy, freedom, history, hope, individualism, philosophy, politics, revolution, socialism",1763
55,We need never be hopeless because we can never be irreperably broken.,"John Green,",hope,1762
56,"I am fundamentally an optimist. Whether that comes from nature or nurture, I cannot say. Part of being optimistic is keeping one's head pointed toward the sun, one's feet moving forward. There were many dark moments when my faith in humanity was sorely tested, but I would not and could not give myself up to despair. That way lays defeat and death.","Nelson Mandela,","faith, hope, optimism",1751
57,One lives in the hope of becoming a memory.,Antonio Porchia,"death, hope, immortality, life, memory, remembrance",1717
58,"The road that is built in hope is more pleasant to the traveler than the road built in despair, even though they both lead to the same destination.","Marion Zimmer Bradley,","despair, hope",1657
59,A baby is God's opinion that the world should go on.,Carl Sandburg,"children, hope, religion",1610
60,"For like a shaft, clear and cold, the thought pierced him that in the end the Shadow was only a small and passing thing: there was light and high beauty for ever beyond its reach.","J.R.R. Tolkien,","hope, inspirational",1614
61,"TO BE HOPEFUL in bad times is not just foolishly romantic. It is based on the fact that human history is a history not only of cruelty, but also of compassion, sacrifice, courage, kindness.
What we choose to emphasize in this complex history will determine our lives. If we see only the worst, it destroys our capacity to do something. If we remember those times and places—and there are so many—where people have behaved magnificently, this gives us the energy to act, and at least the possibility of sending this spinning top of a world in a different direction.
And if we do act, in however small a way, we don’t have to wait for some grand utopian future. The future is an infinite succession of presents, and to live now as we think human beings should live, in defiance of all that is bad around us, is itself a marvelous victory.",Howard Zinn,"hope, optimism",1612
62,"Write it on your heart
that every day is the best day in the year.
He is rich who owns the day, and no one owns the day
who allows it to be invaded with fret and anxiety.

Finish every day and be done with it.
You have done what you could.
Some blunders and absurdities, no doubt crept in.
Forget them as soon as you can, tomorrow is a new day;
begin it well and serenely, with too high a spirit
to be cumbered with your old nonsense.

This new day is too dear,
with its hopes and invitations,
to waste a moment on the yesterdays.","Ralph Waldo Emerson,","carpe-diem, hope, new-day, optimism",1548
63,"It isn't as bad as you sometimes think it is. It all works out. Don't worry. I say that to myself every morning. It all works out in the end. Put your trust in God, and move forward with faith and confidence in the future. The Lord will not forsake us. He will not forsake us. If we will put our trust in Him, if we will pray to Him, if we will live worthy of His blessings, He will hear our prayers.",Gordon B. Hinckley,"adversity, hope, trust",1386
64,"Books are finite, sexual encounters are finite, but the desire to read and to fuck is infinite; it surpasses our own deaths, our fears, our hopes for peace.",Roberto Bolano,"death, fear, hope, peace, reading, sex",1385
65,"When you're at the end of your rope, tie a knot and hold on.",Theodore Roosevelt,"clever, desperation, hope, inspiration, misattributed, tenacity",1375
66,"Keep your best wishes, close to your heart and watch what happens","Tony DeLiso,","abundance, balance, better, book, change, empowerment, expression, freedom, fulfillment, fun, greater, happiness, health, help, hope, improvement, joy, life, love, meditation, money, more, peace, perfect, power, relaxation, self, self-expression, self-help-book, self-improvement-book, self-realization, success, wealth, your",1361
67,"The heart dies a slow death, shedding each hope like leaves until one day there are none. No hopes. Nothing remains.","Arthur Golden,","death, hope",1307
68,To love means loving the unlovable. To forgive means pardoning the unpardonable. Faith means believing the unbelievable. Hope means hoping when everything seems hopeless.,G.K. Chesterton,"faith, forgiveness, hope, inspirational, love",1295
69,"We need hope, or else we cannot endure.","Sarah J. Maas,","a-court-of-thorns-and-roses, hope, sarah-j-maas",1281
70,Oft hope is born when all is forlorn.,"J.R.R. Tolkien,","despair, elf, hope, legolas",1223
71,"Since I was young, I have always known this: Life damages us, every one. We can’t escape that damage. But now, I am also learning this: We can be mended. We mend each other",Veronica Roth,"hope, inspirational, pain",1216
72,"Inventory:

""Four be the things I am wiser to know:
Idleness, sorrow, a friend, and a foe.
Four be the things I'd been better without:
Love, curiosity, freckles, and doubt.
Three be the things I shall never attain:
Envy, content, and sufficient champagne.
Three be the things I shall have till I die:
Laughter and hope and a sock in the eye.","Dorothy Parker,","champagne, contentment, curiosity, doubt, envy, foes, friends, hope, idleness, inventory, knowledge, laughter, life, love, sorrow, sufficienty, superfluity, unattainable, values, wisdom",1164
73,"It is not despair, for despair is only for those who see the end beyond all doubt. We do not.","J.R.R. Tolkien,","despair, gandalf, hope",1150
74,The very existence of libraries affords the best evidence that we may yet have hope for the future of man,T.S. Eliot,"hope, humanity, library",1105
75,"I mean, at the end of the day, what the hell does it matter who I end up with if it can't be you?","Tabitha Suzuma,","heartbreak, hope, lochan, love, maya",1100
76,It's the children the world almost breaks who grow up to save it.,Frank Warren,"breaking, children, hope, inspirational, inspiring, pith, save, world",1041
77,"To hear the phrase ""our only hope"" always makes one anxious, because it means that if the only hope doesn't work, there is nothing left.","Lemony Snicket,","anxiety, hope",1038
78,"In a world filled with hate, we must still dare to hope. In a world filled with anger, we must still dare to comfort. In a world filled with despair, we must still dare to dream. And in a world filled with distrust, we must still dare to believe.",Michael Jackson,"dare, hope, world-believe",1017
79,"Hope.

It's like a drop of honey, a field of tulips blooming in the springtime. It's a fresh rain, a whispered promise, a cloudless sky, the perfect punctuation mark at the end of a sentence. And it's the only thing in the world keeping me afloat.","Tahereh Mafi,","hope, juliette-ferrars, unravel-me",1013
80,"You do not need to know precisely what is happening, or exactly where it is all going. What you need is to recognize the possibilities and challenges offered by the present moment, and to embrace them with courage, faith and hope.",Thomas Merton,"courage, faith, hope, possibility",1010
81,"Yes, I decided, a man can truly change. The events of the past year have taught me much about myself, and a few universal truths. I learned, for instance, that while wounds can be inflicted easily upon those we love, it's often much more difficult to heal them. Yet the process of healing those wounds provided the richest experience of my life, leading me to believe that while I've often overestimated what I could accomplish in a day, I had underestimated what I could do in a year. But most of all, I learned that it's possible for two people to fall in love all over again, even when there's been a lifetime of disappointment between them.","Nicholas Sparks,","hope, love, personal-growth, romance",1003
82,"You show me a capitalist, and I'll show you a bloodsucker",Malcom X,"communism, democracy, freedom, history, hope, individualism, philosophy, politics, revolution, socialism",969
83,Freedom in capitalist society always remains about the same as it was in ancient Greek republics: Freedom for slave owners.,Vladimir Lenin,"communism, democracy, freedom, history, hope, individualism, philosophy, politics, revolution, socialism",950
84,"Though nothing can bring back the hour
Of splendor in the grass, of glory in the flower;
We will grieve not, rather find
Strength in what remains behind;
In the primal sympathy
Which having been must ever be...",William Wordsworth,"glory, hope, poetry, strength",938
85,"Deep grief sometimes is almost like a specific location, a coordinate on a map of time. When you are standing in that forest of sorrow, you cannot imagine that you could ever find your way to a better place. But if someone can assure you that they themselves have stood in that same place, and now have moved on, sometimes this will bring hope","Elizabeth Gilbert,","grief, heartbreak, hope",933
86,"A Dream Within A Dream

Take this kiss upon the brow!
And, in parting from you now,
Thus much let me avow-
You are not wrong, who deem
That my days have been a dream;
Yet if hope has flown away
In a night, or in a day,
In a vision, or in none,
Is it therefore the less gone?
All that we see or seem
Is but a dream within a dream.

I stand amid the roar
Of a surf-tormented shore,
And I hold within my hand
Grains of the golden sand-
How few! yet how they creep
Through my fingers to the deep,
While I weep- while I weep!
O God! can I not grasp
Them with a tighter clasp?
O God! can I not save
One from the pitiless wave?
Is all that we see or seem
But a dream within a dream?","Edgar Allen Poe,","dreams, hope, poetry",896
87,"One child, one teacher, one book, one pen can change the world.","Malala Yousafzai,","change, hope, malala-yousafzai, teaching",889
88,"To be rejected by someone doesn't mean you should also reject yourself or that you should think of yourself as a lesser person. It doesn't mean that nobody will ever love you anymore. Remember that only ONE person has rejected you at the moment, and it only hurt so much because to you, that person's opinion symbolized the opinion of the whole world, of God.","Jocelyn Soriano,","breakup, broken, broken-heart, broken-hearted, broken-hearted-quotes, dating, faith, healing, heartache, heartbreak, heartbroken, hope, hurt, hurt-feelings, hurting, hurting-heart, inspirational, life, life-lessons, love, romance",887
89,"But hoping,"" he said, ""is how the impossible can be possible after all.","Marissa Meyer,","cath, cheshire, hope, impossible, inspirational-quotes",886
90,"Walk on with hope in your heart,
and you'll never walk alone",Shah Rukh Khan,hope,926
91,How far would you go to keep the hope of love alive?,"Nicholas Sparks,","hope, love, nicholas, nicholas-sparks, sparks, the-choice",852
92,"Yesterday is but a dream,
Tomorrow is only a vision.
But today well lived makes every yesterday a dream of happiness, and every tomorrow a vision of hope.","Kālidāsa,",hope,839
93,"Keep a little fire burning; however small, however hidden.","Cormac McCarthy,","attitude, fire, hope, inspirational, persistence",830
94,There is nothing like a dream to create the future.,"Victor Hugo,","dream, hope, live",803
95,Don’t worry if people think you’re crazy. You are crazy. You have that kind of intoxicating insanity that lets other people dream outside of the lines and become who they’re destined to be.,"Jennifer Elisabeth,","anxiety, art, beach, born-ready, cape-cod, coming-of-age, constellations, crazy, depression, destiny, fate, friends, girls, growing, growing-up, hope, insanity, inspiration, jennifer-elisabeth, learning, life, love, lovers, ocean, pray, prayer, red-thread, red-thread-of-destiny, red-thread-of-fate, self-acceptance, self-love, self-reflection, soul, soul-mates, stars, teenagers, teens, time, universe, wish",779
96,I don't know when we'll see each other again or what the world will be like when we do. We may both have seen many horrible things. But I will think of you every time I need to be reminded that there is beauty and goodness in the world.,"Arthur Golden,","hope, parting",769
97,"At the bottom of her heart, however, she was waiting for something to happen. Like shipwrecked sailors, she turned despairing eyes upon the solitude of her life, seeking afar off some white sail in the mists of the horizon. She did not know what this chance would be, what wind would bring it her, towards what shore it would drive her, if it would be a shallop or a three-decker, laden with anguish or full of bliss to the portholes. But each morning, as she awoke, she hoped it would come that day; she listened to every sound, sprang up with a start, wondered that it did not come; then at sunset, always more saddened, she longed for the morrow.","Gustave Flaubert,","dreams, hope",761
98,"I laugh because I must not cry, that is all, that is all. ",Abraham Lincoln,"hope, laugh",753
99,"Hope, in reality, is the worst of all evils because it prolongs the torments of man.",Friedrich Nietzsche,hope,739
100,"Do not lose hope — what you seek will be found. Trust ghosts. Trust those that you have helped to help you in their turn. Trust dreams. Trust your heart, and trust your story. (from 'Instructions')","Neil Gaiman,","hope, life, story, trust",738
101,"There was a moment in my life when I really wanted to kill myself. And there was one other moment when I was close to that. . . . But even in my most jaded times, I had some hope.",Gerard Way,"gerard-way, hope, life, suicide",734
102,"و بى أملٌ
يأتى ويذهب ، لكن لن أُوَدعه","محمود درويش,","hope, life-and-living",733
103,"I’m here not because I am supposed to be here, or because I’m trapped here, but because I’d rather be with you than anywhere else in the world.","Richard Bach,","hope, love",715
104,"Although I'm only fourteen, I know quite well what I want, I know who is right and who is wrong. I have my opinions, my own ideas and principles, and although it may sound pretty mad from an adolescent, I feel more of a person than a child, I feel quite indepedent of anyone.","Anne Frank,","hope, inspirational, wise",691
105,"If we will be quiet and ready enough, we shall find compensation in every disappointment.","Henry David Thoreau,","compensation, disappointment, failure, hope, inspirational",691
106,Half of the American people have never read a newspaper. Half never voted for President. One hopes it is the same half.,"Gore Vidal,","america, american-ts, americans, educated-voters, elections, hope, political-education, politics, vote",648
107,"I want to believe that I'm not wrong. I want to believe that life isn't full of darkness. Even if storms come to pass, the sun will shine again. No matter how painful and hard the rain may beat down on me.",Natsuki Takaya,"fruits-basket, hope, yuki",645
108,"Au milieu de l'hiver, j'ai découvert en moi un invincible été.",Albert Camus,"existentialism, hope, philosophy",642
109,"If at first the idea is not absurd, then there is no hope for it.",Albert Einstein,"absurd, absurdity, hope, idea",641
110,You might think I lost all hope at that point. I did. And as a result I perked up and felt much better.,"Yann Martel,",hope,638
111,Be faithful in small things because it is in them that your strength lies.,Mother Teresa,"hope, religious, spiritual",623
112,"Annabeth,” he said hesitantly, “in New Rome, demigods can live their whole lives in peace.”
Her expression turned guarded. “Reyna explained it to me. But, Percy, you belong at Camp Half-Blood. That other life—”
“I know,” Percy said. “But while I was there, I saw so many demigods living without fear: kids going to college, couples getting married and raising families. There’s nothing like that at Camp Half-Blood. I kept thinking about you and me…and maybe someday when this war with the giants is over…”
It was hard to tell in the golden light, but he thought Annabeth was blushing. “Oh,” she said…
“I’m sorry,” he said. “I just…I had to think of that to keep going. To give me hope. Forget I mentioned—”
“No!” she said. “Gods, Percy, that’s so sweet.","Rick Riordan,","annabeth-chase, hope, percy-jackson, percy-jackson-and-the-olympians, relationships, reyna, romance, the-heroes-of-olympus, the-mark-of-athena",618
113,"It's the possibility that keeps me going, not the guarantee.","Nicholas Sparks,","guarantees, hope, possibility",614
114,"The Revolution introduced me to art, and in turn, art introduced me to the Revolution!",Albert Einstein,"communism, democracy, freedom, history, hope, individualism, philosophy, politics, revolution, socialism",607
115,"Look. I have a strategy. Why expect anything? If you don’t expect anything, you don’t get disappointed.","Patricia McCormick,","cutting, disappointment, expectations, hope, life, strategy",605
116,"She was a beautiful dreamer. The kind of girl, who kept her head in the clouds, loved above the stars and left regret beneath the earth she walked on.",robert m drake,"happyquotes, hope, inspirational, inspirationalquotes, inspired, instadaily, instaquote, lovequotes, pinquotes, poems, poetry, quote, quoteoftheday, quotes, relationships, rmdrake, sadquotes, sayings, spokenword, tattoo, typewriter, vsco, writer, writing",589
117,"I turned in my seat. Will’s face was in shadow and I couldn’t quite make it out.
‘Just hold on. Just for a minute.’
‘Are you all right?’ I found my gaze dropping towards his chair, afraid some part of him was pinched, or trapped, that I had got something wrong.
‘I’m fine. I just . . . ’
I could see his pale collar, his dark suit jacket a contrast against it.
‘I don’t want to go in just yet. I just want to sit and not have to think about . . . ’ He swallowed.
Even in the half-dark it seemed effortful.
‘I just . . . want to be a man who has been to a concert with a girl in a red dress. Just for a few minutes more.’
I released the door handle.
‘Sure.’
I closed my eyes and lay my head against the headrest, and we sat there together for a while longer, two people lost in remembered music, half hidden in the shadow of a castle on a moonlit hill.","Jojo Moyes,","hope, paralysed, quadriplegic",574
118,"Our strategy should be not only to confront empire, but to lay siege to it. To deprive it of oxygen. To shame it. To mock it. With our art, our music, our literature, our stubbornness, our joy, our brilliance, our sheer relentlessness – and our ability to tell our own stories. Stories that are different from the ones we’re being brainwashed to believe.

The corporate revolution will collapse if we refuse to buy what they are selling – their ideas, their version of history, their wars, their weapons, their notion of inevitability.

Remember this: We be many and they be few. They need us more than we need them.

Another world is not only possible, she is on her way. On a quiet day, I can hear her breathing.","Arundhati Roy,","corporation, empire, hope, peace, revolution, war",557
119,"Hope itself is like a star- not to be seen in the sunshine of prosperity, and only to be discovered in the night of adversity.",Charles Haddon Spurgeon,hope,535
120,"One resolution I have made, and try always to keep, is this: ‘To rise above little things’.",John Burroughs,"character, hope, motivational",615
121,"Plant seeds of happiness, hope, success, and love; it will all come back to you in abundance. This is the law of nature.","Steve Maraboli,","abundance, action, choice, happiness, hope, inspirational, love, motivational, nature, success",611
122,"Yes, I understand why things had to happen this way. I understand his reason for causing me pain. But mere understanding does not chase away the hurt. It does not call upon the sun when dark clouds have loomed over me. Let the rain come then if it must come! And let it wash away the dust that hurt my eyes!","Jocelyn Soriano,","breakup, broken, broken-heart, broken-hearted, broken-hearted-quotes, dating, faith, healing, heartache, heartbreak, heartbroken, hope, hurt, hurt-feelings, hurting, hurting-heart, inspirational, life, life-lessons, love, romance",586
123,"Dance. Smile. Giggle. Marvel. TRUST. HOPE. LOVE. WISH. BELIEVE. Most of all, enjoy every moment of the journey, and appreciate where you are at this moment instead of always focusing on how far you have to go.","Mandy Hale,","appreciation, attitude, believe, counting-your-blessings, dance, dancing, faith, faith-in-yourself, gratitude, happiness, happy-life, hope, journey-of-life, live-in-the-moment, living-a-happy-life, living-life-to-the-fullest, love, positive-thinking, seizing-the-day, smile, the-here-and-now, the-present, the-single-woman, trust, wish, your-journey",583
124,At what point do you give up - decide enough is enough? There is only one answer really. Never.,"Tabitha Suzuma,","forbidden, hope, lochan-whitely",553
125,"Hope is not about proving anything. It's about choosing to believe this one thing, that love is bigger than any grim, bleak shit anyone can throw at us.","Anne Lamott,","hope, love",545
126,Yes We Can!,Barack Obama,"action, hope, positivity",543
127,"All of sudden, this shooting star went by, and all I could think was that they were listening to us somehow. ",Nicholas Sparks,"hope, love",540
128,"Ónen i-estel edain, ú-chebin estel anim.
(I gave Hope to the Dúnedain, I have kept none for myself.)
(Gilraen's linnod)","J.R.R. Tolkien,","hope, inspirational, others",516
129,"The chief beauty about time
is that you cannot waste it in advance.
The next year, the next day, the next hour are lying ready for you,
as perfect, as unspoiled,
as if you had never wasted or misapplied
a single moment in all your life.
You can turn over a new leaf every hour
if you choose.",Arnold Bennett,"faith, hope, new-beginnings, new-day, time",515
130,"...But the Mahommedan religion increases, instead of lessening, the fury of intolerance. It was originally propagated by the sword, and ever since, its votaries have been subject, above the people of all other creeds, to this form of madness. In a moment the fruits of patient toil, the prospects of material prosperity, the fear of death itself, are flung aside. The more emotional Pathans are powerless to resist. All rational considerations are forgotten. Seizing their weapons, they become Ghazis—as dangerous and as sensible as mad dogs: fit only to be treated as such. While the more generous spirits among the tribesmen become convulsed in an ecstasy of religious bloodthirstiness, poorer and more material souls derive additional impulses from the influence of others, the hopes of plunder and the joy of fighting. Thus whole nations are roused to arms. Thus the Turks repel their enemies, the Arabs of the Soudan break the British squares, and the rising on the Indian frontier spreads far and wide. In each case civilisation is confronted with militant Mahommedanism. The forces of progress clash with those of reaction. The religion of blood and war is face to face with that of peace.","Winston Churchill,","arabs, british, civilization, creeds, death, ecstasy, emotional, fear, fear-of-death, fighting, force, fury, generous, hope, indian, influence, intolerance, islam, joy, mad-dogs, madness, militant, mohammedan, muslim, peace, plunder, progress, prosperity, religious-bloodthirstiness, religious-violence, soudan, turks, weapons",514
131,The artist's job is not to succumb to despair but to find an antidote for the emptiness of existence.,"Woody Allen,","art, artist, despair, emptiness, hope, meaning-of-life, purpose, purpose-in-life",492
132,"No. Don't give up hope just yet. It's the last thing to go. When you have lost hope, you have lost everything. And when you think all is lost, when all is dire and bleak, there is always hope.","Pittacus Lore,","faith, hope, inspirational, never-give-up",482
